OBJECT_ID,RA,DEC,2_mag_0,2_mag_err_0,DATE-OBS_2_mag_0
216627812425858432,56.1407693734367,31.9750797729372,13.577941,0.019807892,2009-03-19T05:12:51.935
216629113800124544,56.2136633682903,31.9869091929182,17.518632,0.14306461,2009-03-19T05:12:51.935
216629530412699008,56.2197107946229,32.0157006509174,13.783607,0.021799411,2009-03-19T05:12:51.935
216629732274649856,56.2545074871248,32.0405655071199,15.399049,0.04685187,2009-03-19T05:12:51.935
216629874010076544,56.267738578528,32.0515453291477,15.155067,0.041646408,2009-03-19T05:12:51.935
216629869714526464,56.2726011917357,32.0522027883282,14.714551,0.033753608,2009-03-19T05:12:51.935
216629874010075776,56.2740247906534,32.0522264976992,13.102908,0.015886387,2009-03-19T05:12:51.935
216630144591496832,56.2558871077398,32.083816200326,12.138505,0.010168952,2009-03-19T05:12:51.935
216630080168504192,56.2632693014386,32.0681910277111,12.666272,0.01297806,2009-03-19T05:12:51.935
216630114528244480,56.2410190503904,32.0670977028137,14.551039,0.031241244,2009-03-19T05:12:51.935
216630045808768640,56.2544863374864,32.0555511061226,15.581547,0.051208799,2009-03-19T05:12:51.935
216653341711378560,56.2831775621383,32.067199195413,11.26402,0.0067927016,2009-03-19T05:12:51.935
216653337414917888,56.281817795256,32.0607788580442,15.074653,0.040070379,2009-03-19T05:12:51.935
216653371774925440,56.2917389586309,32.0801861505121,15.840296,0.05817413,2009-03-19T05:12:51.935
216653577933366144,56.2781319437485,32.0931047510033,17.526841,0.14376169,2009-03-19T05:12:51.935
216653577934000640,56.28157329844,32.08715603265,16.61676,0.086515152,2009-03-19T05:12:51.935
216653616588333440,56.26158598094,32.09554843407,19.304036,0.48183365,2009-03-19T05:12:51.935
216653616587969408,56.2620973576961,32.0975060418631,18.250202,0.22617277,2009-03-19T05:12:51.935
216653650947835648,56.2761606400871,32.0978586083499,18.581464,0.2833174,2009-03-19T05:12:51.935
216653577933853696,56.278528058733,32.0947835728689,18.613134,0.28966143,2009-03-19T05:12:51.935
216653650947438208,56.2675554065909,32.0997662501589,17.575126,0.14794869,2009-03-19T05:12:51.935
216653749731821568,56.2850195686087,32.1171873288777,17.221267,0.12042126,2009-03-19T05:12:51.935
216653749732707328,56.27991979701,32.11409421747,17.364132,0.13069686,2009-03-19T05:12:51.935
216654131984022528,56.3212211864472,32.1321397947631,19.553693,0.58571859,2009-03-19T05:12:51.935
216654200704824064,56.3153678370707,32.1368267611398,12.92849,0.014652876,2009-03-19T05:12:51.935
216654303783015680,56.3258298168586,32.1612489594035,20.089869,0.90627406,2009-03-19T05:12:51.935
216654303784037504,56.32576511314,32.1479564991321,17.525639,0.14365935,2009-03-19T05:12:51.935
216669658291208448,56.0008319442914,31.9727348631739,14.586617,0.031770681,2009-03-19T05:12:51.935
216672686244092928,55.97767504087,32.00829852496,13.625362,0.020249945,2009-03-19T05:12:51.935
216674674813091072,56.0659744113383,31.9935537815995,14.725063,0.033922233,2009-03-19T05:12:51.935
216674576029703040,56.0764100428486,31.9634126433802,14.740623,0.034173457,2009-03-19T05:12:51.935
216674743532567296,56.1244943104932,31.9853014161812,14.760598,0.034498842,2009-03-19T05:12:51.935
216674816547870464,56.11878497334,31.99831367552,12.857284,0.014177577,2009-03-19T05:12:51.935
216674919625538048,56.1308120247353,32.0036473554265,11.772586,0.0085885199,2009-03-19T05:12:51.935
216674915331373440,56.1306249802657,32.0040742435841,11.764954,0.0085583253,2009-03-19T05:12:51.935
216675160145252992,56.1217106497975,32.0210302431377,13.821304,0.022186105,2009-03-19T05:12:51.935
216675160144055552,56.13467926161,32.02652479521,16.44723,0.079157236,2009-03-19T05:12:51.935
216675190209431680,56.10191126241,32.02879102375,15.132989,0.04120718,2009-03-19T05:12:51.935
216675224568907776,56.1205268730929,32.042036809711,16.705666,0.090698089,2009-03-19T05:12:51.935
216675125785515136,56.1241769959996,32.0151669248891,13.894479,0.022956923,2009-03-19T05:12:51.935
216675155849611136,56.12555356287,32.02171724018,14.237472,0.026954733,2009-03-19T05:12:51.935
216675430727449088,56.071914165816,32.0042518496035,15.76456,0.056031739,2009-03-19T05:12:51.935
216675744260806784,56.0107611628281,32.0263778745157,13.95402,0.02360438,2009-03-19T05:12:51.935
216675843044378624,56.09400587643,32.02435705562,15.010159,0.038852571,2009-03-19T05:12:51.935
