_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
056.2694759837920	+32.2774455472439	056.26945560366	0.1151	+32.27744089294	0.0528	216704228483874560	0.8978	0.1323	-4.002	0.215	-1.081	0.151	0	3.5528e+03	2.6493e+00	16.8119	0.0008	7.0948e+02	7.2913e+00	18.2240	0.0112	4.7018e+03	1.3612e+01	15.5813	0.0031	2.6428			3844.01	2.9677	1.4990	1.28	0.322
056.2956525395912	+32.2833355204080	056.29567506003	0.5993	+32.28329181041	0.2947	216704258547563904	0.9762	0.6640	4.422	1.008	-10.152	0.752	0	2.5094e+02	8.2498e-01	19.6895	0.0036	8.4707e+01	6.1526e+00	20.5316	0.0789	4.1344e+02	1.0982e+01	18.2209	0.0288	2.3107							
056.2965131468751	+32.2769935896951	056.29655207365	1.9933	+32.27696761859	0.7688	216704262842620800	-1.1743	2.3376	7.644	2.987	-6.032	2.324	0	9.2441e+01	8.3246e-01	20.7737	0.0098	4.7491e+01	8.0584e+00	21.1599	0.1842	1.7201e+02	1.5489e+01	19.1731	0.0978	1.9868							
056.2980695787303	+32.2932903118874	056.29809504052	0.1072	+32.29326969689	0.0494	216704365922824576	0.0811	0.1242	4.999	0.202	-4.788	0.142	0	5.6919e+03	3.4587e+00	16.3002	0.0007	9.3399e+02	8.1319e+00	17.9255	0.0095	7.7951e+03	1.7646e+01	15.0324	0.0025	2.8932			4155.06	2.2500	1.1370		
056.1599017711640	+32.2165887930984	056.15992226996	0.1444	+32.21656480685	0.0480	216705053117726464	3.2121	0.1882	4.028	0.252	-5.571	0.140	0	7.5236e+03	9.1440e+00	15.9973	0.0013	1.4892e+03	2.0952e+01	17.4190	0.0153	9.9010e+03	4.4275e+01	14.7727	0.0049	2.6463			3919.23				
056.1671285360861	+32.1928268367888	056.16715252481	0.0804	+32.19280299693	0.0321	216704950038394240	3.2136	0.0940	4.715	0.173	-5.537	0.096	0	2.1998e+04	2.1502e+01	14.8324	0.0011	4.6728e+03	3.6186e+01	16.1774	0.0084	2.7895e+04	8.6357e+01	13.6481	0.0034	2.5293			3633.70			1.07	0.180
056.1557734411751	+32.2067181624752	056.15579265035	0.2991	+32.20669048206	0.1020	216705048821756544	2.8350	0.3933	3.775	0.498	-6.429	0.300	0	1.7890e+03	5.2021e+00	17.5569	0.0032	2.8915e+02	1.5857e+01	19.1986	0.0595	3.2278e+03	4.1616e+01	15.9896	0.0140	3.2089							
056.1583287510321	+32.1936170972954	056.15834657865	0.1778	+32.19358790563	0.0793	216704945742764928	3.0876	0.2072	3.504	0.372	-6.780	0.222	0	2.6490e+03	7.3895e+00	17.1307	0.0030	4.1904e+02	2.1458e+01	18.7957	0.0556	4.3789e+03	6.0682e+01	15.6585	0.0150	3.1372							
056.1573999431512	+32.2050360302356	056.15742326851	0.2001	+32.20501062746	0.0833	216705053117608960	2.8774	0.2440	4.584	0.426	-5.900	0.232	0	3.0946e+03	5.2696e+00	16.9619	0.0018	3.5648e+02	1.0125e+01	18.9713	0.0308	5.1857e+03	2.5011e+01	15.4749	0.0052	3.4964			3698.06				
056.1738602025216	+32.2006205555606	056.17388033137	0.2889	+32.20058833709	0.1215	216704984398132096	3.4676	0.3445	3.956	0.609	-7.483	0.345	0	1.4854e+03	4.1104e+00	17.7587	0.0030	2.2228e+02	1.7150e+01	19.4841	0.0838	2.8023e+03	3.7109e+01	16.1431	0.0144	3.3410							
056.1726461856667	+32.2193358029714	056.17266068997	0.2008	+32.21930552200	0.0837	216705156196822016	3.3598	0.2388	2.850	0.429	-7.033	0.240	0	2.1586e+03	2.5984e+00	17.3530	0.0013	2.6479e+02	1.1348e+01	19.2941	0.0465	3.6122e+03	2.5967e+01	15.8675	0.0078	3.4266							
056.1872923562734	+32.2270320145141	056.18731786565	0.5632	+32.22700375285	0.2316	216705190556558592	2.8788	0.7250	5.012	1.294	-6.564	0.640	0	4.8229e+02	1.6548e+00	18.9801	0.0037																
056.2033946983496	+32.2227207199152	056.20341430788	0.1446	+32.22269148950	0.0553	216705121837081600	3.0550	0.1770	3.853	0.338	-6.789	0.165	0	4.7829e+03	1.1782e+01	16.4891	0.0027	7.5278e+02	1.6214e+01	18.1597	0.0234	6.8547e+03	3.5485e+01	15.1720	0.0056	2.9878			4604.24				
056.1699164208077	+32.2185346132237	056.16993837046	0.2243	+32.21850240767	0.0942	216705151900720768	3.8159	0.2650	4.313	0.471	-7.480	0.270	0	1.6575e+03	2.7978e+00	17.6397	0.0018	2.3124e+02	1.1405e+01	19.4412	0.0536	2.8192e+03	2.8589e+01	16.1366	0.0110	3.3047							
056.1873270205717	+32.2267579211900	056.18735068742	0.2009	+32.22672915147	0.0838	216705190554952832	3.4660	0.2457	4.650	0.434	-6.682	0.239	0	3.6094e+03	4.2344e+00	16.7948	0.0013	3.8748e+02	1.3890e+01	18.8808	0.0389	6.5940e+03	2.1795e+01	15.2140	0.0036	3.6667			3698.06				
056.1878929169652	+32.2369924212455	056.18791030515	0.4448	+32.23696253208	0.1901	216705186260474112	2.6735	0.5369	3.416	0.936	-6.942	0.526	0	5.8552e+02	1.4431e+00	18.7695	0.0027	1.2023e+02	1.1067e+01	20.1513	0.0999	1.2238e+03	1.9950e+01	17.0427	0.0177	3.1087							
056.1383886323000	+32.2159295909700	056.13838863230	8.1422	+32.21592959097	2.9278	216705220620786944							0	6.5624e+01	1.9615e+00	21.1457	0.0325																
056.1326348212295	+32.2335323693272	056.13262232013	1.6865	+32.23353521530	0.6411	216705327994306560	-0.7791	2.0239	-2.456	2.701	0.661	1.902	0	1.0319e+02	1.0729e+00	20.6543	0.0113	1.6123e+02	1.2586e+01	19.8328	0.0848	2.6538e+02	1.6760e+01	18.7022	0.0686	1.1306							
056.1326799094864	+32.2122645006871	056.13270131312	0.8420	+32.21222750305	0.3928	216705224914700288	4.0980	0.9949	4.206	1.662	-8.593	1.018	0	2.0733e+02	1.3733e+00	19.8967	0.0072	1.8616e+02	9.9606e+00	19.6767	0.0581	5.5122e+02	1.8866e+01	17.9086	0.0372	1.7681							
056.1608042514048	+32.2567463643905	056.16077722665	2.5000	+32.25677439356	0.9226	216705461138192128	-0.7899	3.4841	-5.308	4.743	6.510	3.509	0	8.6511e+01	9.8959e-01	20.8457	0.0124	1.5054e+02	1.9915e+01	19.9072	0.1436	2.3664e+02	1.1339e+01	18.8267	0.0520	1.0805							
056.1671876432768	+32.2410904987876	056.16722565874	0.1214	+32.24106389046	0.0504	216705396714988032	1.4405	0.1436	7.468	0.258	-6.180	0.146	0	5.1546e+03	4.1635e+00	16.4079	0.0009	8.7362e+02	1.4280e+01	17.9981	0.0177	7.4631e+03	2.4474e+01	15.0796	0.0036	2.9185			4586.45	2.7580	1.3880	0.55	0.122
056.1673706696300	+32.2374086789900	056.16737066963	2.8385	+32.23740867899	1.7435	216705358059741696							0	7.6507e+01	1.2042e+00	20.9791	0.0171	1.0961e+02	1.1547e+01	20.2518	0.1144	2.3214e+02	1.8593e+01	18.8475	0.0870	1.4042							
056.1536631501600	+32.2434009982900	056.15366315016	33.3571	+32.24340099829	15.1327	216705426779217664							0	5.7842e+01	1.3308e+00	21.2828	0.0250																
056.1618086731700	+32.2465531580700	056.16180867317	3.2333	+32.24655315807	1.2785	216705461138956160							0	7.9328e+01	1.2936e+00	20.9398	0.0177	9.0431e+01	2.6347e+01	20.4606	0.3163	2.1547e+02	1.3866e+01	18.9285	0.0699	1.5321							
056.1495189359828	+32.2511611509861	056.14953954440	0.8816	+32.25115241071	0.3568	216705431073119744	-1.0793	1.0890	4.048	1.916	-2.030	1.000	0	5.9222e+02	4.0568e+00	18.7572	0.0074																
056.1495424349375	+32.2506469207986	056.14956760985	0.2101	+32.25061936094	0.0896	216705426778650624	3.1352	0.2516	4.945	0.437	-6.401	0.250	0	1.4907e+03	3.9026e+00	17.7549	0.0028	2.6052e+02	1.8370e+01	19.3118	0.0766	2.8743e+03	6.4637e+01	16.1156	0.0244	3.1962							
056.2020626700984	+32.2577535619310	056.20233301229	0.0321	+32.25766243083	0.0134	216705602873413632	6.1178	0.0366	53.098	0.065	-21.166	0.042	0	8.1502e+04	1.5975e+01	13.4104	0.0002	2.8287e+04	3.5992e+01	14.2224	0.0014	7.7716e+04	5.4718e+01	12.5356	0.0008	1.6868	71.99	2.25	4260.26	0.8643	0.4205	0.64	0.123
056.2133516817785	+32.2512098395112	056.21333543635	0.2333	+32.25120594729	0.1070	216705529857665536	0.3879	0.2675	-3.191	0.452	-0.904	0.314	0	9.8260e+02	1.4279e+00	18.2074	0.0016	2.1338e+02	1.8217e+01	19.5285	0.0927	1.5703e+03	1.0276e+01	16.7720	0.0071	2.7565							
056.2005181555400	+32.2561333726000	056.20051815554	7.2370	+32.25613337260	3.5462	216705598577910656							0	5.8924e+01	1.4265e+00	21.2626	0.0263																
056.2303444306558	+32.2505597973252	056.23035428679	0.3320	+32.25054917552	0.1559	216705632936879872	0.5081	0.3672	1.936	0.606	-2.467	0.418	0	7.0710e+02	1.4835e+00	18.5647	0.0023	1.7529e+02	1.0517e+01	19.7420	0.0651	1.0996e+03	1.2046e+01	17.1588	0.0119	2.5832							
056.2080538122800	+32.2673626441100	056.20805381228	5.5303	+32.26736264411	2.1265	216705701657125888							0	7.6024e+01	1.1477e+00	20.9860	0.0164	1.1466e+02	2.8163e+01	20.2029	0.2667	1.9947e+02	5.1903e+00	19.0122	0.0283	1.1906							
056.2123038136161	+32.2692957757517	056.21234301715	0.3427	+32.26926180923	0.1469	216705705952627456	1.3751	0.4053	7.699	0.743	-7.889	0.438	1	6.7398e+03	3.2089e+01	16.1167	0.0052	1.0037e+03	2.3124e+01	17.8474	0.0250	1.1782e+04	1.3146e+02	14.5839	0.0121	3.2635			3771.01				
056.1660318458320	+32.2661073158615	056.16605335890	0.1570	+32.26607780128	0.0723	216705843391582976	3.1157	0.1754	4.225	0.301	-6.855	0.202	0	2.0660e+03	2.6471e+00	17.4005	0.0014	2.6675e+02	1.1296e+01	19.2861	0.0460	3.3591e+03	1.9829e+01	15.9464	0.0064	3.3398							
056.1777277820553	+32.2615840345599	056.17771022623	0.4175	+32.26156131845	0.1990	216705839095515904	-0.1483	0.4488	-3.448	0.734	-5.276	0.509	0	4.3268e+02	1.1480e+00	19.0980	0.0029	1.6752e+02	1.4099e+01	19.7912	0.0914	7.2361e+02	1.2807e+01	17.6132	0.0192	2.1781							
056.1764181738700	+32.2536201638300	056.17641817387	2.3151	+32.25362016383	1.1428	216705770376527616							0	8.8781e+01	9.3481e-01	20.8176	0.0114	1.3309e+02	1.7880e+01	20.0411	0.1459	2.4383e+02	1.1068e+01	18.7942	0.0493	1.2469							
056.1792487601551	+32.2665661733940	056.17925916795	0.5325	+32.26653316270	0.2684	216705839095932288	2.7640	0.5563	2.044	1.011	-7.667	0.791	0	3.4717e+02	7.9520e+00	19.3370	0.0249	1.2139e+02	1.6907e+01	20.1409	0.1512	7.0313e+02	5.0056e+01	17.6443	0.0773	2.4966							
056.2065574527632	+32.2792999233213	056.20657240461	0.0596	+32.27923275235	0.0221	216705912111057024	4.9971	0.0759	2.936	0.094	-15.601	0.063	0	1.3209e+05	1.2868e+02	12.8862	0.0011	5.3095e+04	1.0607e+02	13.5388	0.0022	1.1414e+05	1.8444e+02	12.1184	0.0018	1.4204	-25.52	1.45	4599.83			0.80	0.258
056.2161768417611	+32.2764787749544	056.21617786534	0.5066	+32.27646804551	0.2486	216705907815000064	0.5045	0.5742	0.201	0.864	-2.492	0.649	0	2.8710e+02	9.7564e-01	19.5433	0.0037	9.4992e+01	9.6393e+00	20.4072	0.1102	5.1389e+02	8.3742e+00	17.9847	0.0177	2.4224							
056.1983108305800	+32.2872877102800	056.19831083058	5.1315	+32.28728771028	2.1952	216705980830689792							0	8.5363e+01	1.5283e+00	20.8602	0.0194	1.1481e+02	2.6468e+01	20.2014	0.2503	2.1628e+02	1.3900e+01	18.9244	0.0698	1.2770							
056.2054124727749	+32.2963745035155	056.20541431664	0.4669	+32.29636632296	0.2336	216706015188650880	0.9471	0.5313	0.362	0.786	-1.900	0.619	0	3.2350e+02	1.0536e+00	19.4137	0.0035	1.3823e+02	9.6683e+00	19.9998	0.0759	5.0659e+02	9.4258e+00	18.0003	0.0202	1.9996							
056.2121229588500	+32.2748030852900	056.21212295885	2.7271	+32.27480308529	1.0332	216705912110146432							0	8.3647e+01	9.8093e-01	20.8822	0.0127	1.2179e+02	1.5226e+01	20.1373	0.1357	1.8638e+02	1.0897e+01	19.0859	0.0635	1.0514							
056.2246779121100	+32.2901657326200	056.22467791211	36.8878	+32.29016573262	8.4922	216705946469885184							0	5.9835e+01	1.8236e+00	21.2460	0.0331																
056.2110145128767	+32.2886181297035	056.21102969545	1.0345	+32.28856090026	0.4992	216705946469175168	1.9249	1.1701	2.981	1.668	-13.292	1.272	0	1.5184e+02	8.1861e-01	20.2349	0.0059	1.2422e+02	1.9160e+01	20.1159	0.1675	3.3627e+02	9.5761e+00	18.4452	0.0309	1.6707							
056.1266580082512	+32.2494681424774	056.12666749263	1.3197	+32.24946482720	0.4540	216706083908548736	0.2675	1.5418	1.863	2.556	-0.770	1.431	0	1.6451e+02	1.2573e+00	20.1479	0.0083	2.2450e+02	2.1316e+01	19.4733	0.1031	3.5475e+02	7.6110e+00	18.3871	0.0233	1.0862							
056.1153263104995	+32.2320082883755	056.11532294096	0.4019	+32.23199662032	0.1776	216706049550020864	-0.1683	0.5047	-0.662	0.859	-2.710	0.484	0	4.8509e+02	2.2414e+00	18.9738	0.0050	2.4736e+02	1.8210e+01	19.3680	0.0799	8.2974e+02	1.3838e+01	17.4646	0.0181	1.9035							
056.1135236899343	+32.2391580266253	056.11354867332	0.2035	+32.23912847760	0.0782	216706049550020224	2.6838	0.2401	4.908	0.506	-6.863	0.236	0	2.6443e+03	5.3171e+01	17.1326	0.0218	4.7615e+02	3.6631e+01	18.6570	0.0835	4.1598e+03	2.4828e+02	15.7142	0.0648	2.9428							
056.1058506953362	+32.2350374487311	056.10585134178	1.7303	+32.23501105137	0.6854	216706113973832192	-0.6965	2.0671	0.127	2.448	-6.131	1.857	0	1.0562e+02	1.4691e+00	20.6290	0.0151	1.8862e+02	2.0262e+01	19.6624	0.1166	2.7710e+02	1.4898e+01	18.6553	0.0584	1.0071							
056.1139083519107	+32.2337246399644	056.11390389304	0.7295	+32.23371340677	0.3442	216706049548418560	0.4098	0.8861	-0.876	1.420	-2.609	0.868	0	2.0664e+02	1.4993e+00	19.9003	0.0079	2.4487e+02	2.1590e+01	19.3791	0.0957	4.1034e+02	1.7269e+01	18.2291	0.0457	1.1500							
056.1299638279286	+32.2464045686719	056.13001764729	2.3663	+32.24639303410	0.7407	216706083908754688	2.3508	2.7024	10.572	4.026	-2.679	2.136	0	1.0637e+02	1.0332e+00	20.6213	0.0105	1.7037e+02	2.4757e+01	19.7729	0.1578	3.1767e+02	1.4382e+01	18.5070	0.0492	1.2660							
056.1495249094935	+32.2648256477850	056.14954531225	0.1241	+32.26479800612	0.0516	216706221348706432	3.1234	0.1475	4.007	0.264	-6.420	0.149	0	4.7881e+03	5.4042e+00	16.4880	0.0012	7.2463e+02	1.1385e+01	18.2011	0.0171	6.9012e+03	2.9107e+01	15.1646	0.0046	3.0365			3871.61				
056.1445884371166	+32.2651087058605	056.14460950187	0.3028	+32.26508043989	0.1279	216706221348706688	2.5002	0.3682	4.137	0.641	-6.565	0.353	0	1.0736e+03	1.8741e+00	18.1113	0.0019	1.7636e+02	1.5624e+01	19.7354	0.0962	2.0721e+03	2.0995e+01	16.4709	0.0110	3.2645							
056.1384362634200	+32.2580391098700	056.13843626342	2.1255	+32.25803910987	0.8740	216706186988969856							0	8.5059e+03	4.3764e+01	15.8641	0.0056	1.5229e+03	1.8296e+01	17.3947	0.0130	1.2831e+04	4.1228e+01	14.4913	0.0035	2.9035			4618.94				
056.1428836868417	+32.2685645185560	056.14287051896	0.2707	+32.26852951439	0.1155	216706217053055104	1.2898	0.3257	-2.586	0.560	-8.130	0.317	0	1.0234e+03	1.5133e+00	18.1633	0.0016	2.6739e+02	1.1104e+01	19.2835	0.0451	1.5228e+03	1.0692e+01	16.8053	0.0076	2.4782							
056.1326516624583	+32.2628904688593	056.13266465640	0.6037	+32.26286090261	0.2599	216706255706838016	3.8381	0.7573	2.552	1.289	-6.867	0.682	0	3.5760e+02	1.4362e+00	19.3049	0.0044	2.4680e+02	2.7346e+01	19.3705	0.1203	7.6219e+02	1.0561e+01	17.5568	0.0150	1.8138							
056.1445412282500	+32.2666599330200	056.14454122825	2.9979	+32.26665993302	1.3051	216706221347094912							0	1.2215e+02	2.9636e+00	20.4711	0.0263	1.5156e+02	2.6115e+01	19.9000	0.1871	3.5148e+02	2.0189e+01	18.3972	0.0624	1.5028							
056.1377316590281	+32.2499473775294	056.13774396384	0.7760	+32.24991839253	0.3393	216706186987365120	3.5167	0.9253	2.417	1.544	-6.732	0.876	0	2.4817e+02	1.0683e+00	19.7015	0.0047	1.8204e+02	1.7611e+01	19.7010	0.1050	5.8221e+02	7.1873e+00	17.8492	0.0134	1.8518							
056.1421962052076	+32.2766035211539	056.14221683468	0.3019	+32.27657112185	0.1371	216706290068182016	3.2713	0.3532	4.051	0.601	-7.525	0.360	0	8.3578e+02	6.0093e+00	18.3831	0.0078	1.8440e+02	1.2338e+01	19.6870	0.0726	1.4764e+03	2.7971e+01	16.8389	0.0206	2.8481							
056.1457541327610	+32.2586457225260	056.14578143811	0.1897	+32.25861926489	0.0783	216706186988968832	2.8406	0.2258	5.363	0.398	-6.145	0.230	0	2.5256e+03	2.8095e+00	17.1825	0.0012	3.4760e+02	1.1875e+01	18.9987	0.0371	4.0752e+03	1.7594e+01	15.7366	0.0047	3.2621							
056.1081071384351	+32.2751733791479	056.10805424410	0.0581	+32.27501947277	0.0213	216706358787661312	4.5953	0.0639	-10.387	0.117	-35.746	0.066	0	2.6889e+04	9.9336e+00	14.6144	0.0004	7.8836e+03	3.7284e+01	15.6096	0.0051	2.8800e+04	3.2581e+01	13.6135	0.0012	1.9961			3715.33	1.4723	0.7380	0.77	0.102
056.0898206195534	+32.2527169628892	056.08984283202	0.1589	+32.25268676803	0.0704	216706324427926912	3.0070	0.1839	4.363	0.330	-7.013	0.188	0	4.0493e+03	1.5809e+01	16.6699	0.0042	7.5685e+02	4.4902e+01	18.1539	0.0644	6.4261e+03	7.8305e+01	15.2421	0.0132	2.9118			3994.75				
056.1171856290257	+32.2667375123424	056.11720861889	0.1272	+32.26671046915	0.0607	216706358787662208	3.1576	0.1439	4.515	0.240	-6.281	0.187	0	9.9057e+03	3.2846e+01	15.6986	0.0036	1.4495e+03	2.4045e+01	17.4484	0.0180	1.4210e+04	1.2431e+02	14.3805	0.0095	3.0679			4176.16	1.4620	0.7550		
056.0836197785400	+32.2708809307400	056.08361977854	1.2266	+32.27088093074	0.5181	216706388851890944							0	7.8196e+02	4.0552e+00	18.4554	0.0056	5.8007e+02	3.3052e+01	18.4427	0.0619	9.6568e+02	1.2120e+01	17.2998	0.0136	1.1428							
056.0853479198617	+32.2623749327477	056.08536547584	0.7568	+32.26236862511	0.3431	216706388851796096	0.1109	0.8582	3.448	1.315	-1.465	0.785	0	2.2018e+02	1.7513e+00	19.8314	0.0086	3.2478e+02	2.5134e+01	19.0724	0.0840	4.3302e+02	1.4971e+01	18.1707	0.0375	0.9018							
056.1070870290609	+32.2636832708764	056.10710541015	0.8374	+32.26365135810	0.4129	216706354492057856	4.0344	0.9837	3.610	1.749	-7.412	1.122	0	2.0420e+02	1.9795e+00	19.9132	0.0105	1.6541e+02	1.5797e+01	19.8050	0.1037	4.9078e+02	1.4176e+01	18.0347	0.0314	1.7703							
056.1079838625760	+32.2929245634123	056.10800714940	1.5768	+32.29289182397	0.5427	216706526290772864	0.8003	1.8663	4.572	2.565	-7.604	1.512	0	1.4171e+02	1.9241e+00	20.3098	0.0147																
056.1121784560529	+32.2865464722140	056.11226147701	1.8958	+32.28652418238	0.6025	216706526290844800	1.4256	2.0730	16.301	3.692	-5.177	1.767	0	1.2673e+02	1.2709e+00	20.4312	0.0109	2.0493e+02	2.6668e+01	19.5724	0.1413	2.7025e+02	1.2463e+01	18.6825	0.0501	0.8899							
056.1155203228574	+32.2892197110818	056.11553005077	0.5382	+32.28921322261	0.2463	216706530584738176	-0.0059	0.6092	1.910	0.962	-1.507	0.592	0	3.3369e+02	1.4464e+00	19.3800	0.0047	2.8395e+02	2.7583e+01	19.2183	0.1055	5.1996e+02	2.1487e+01	17.9720	0.0449	1.2463							
056.0988661636758	+32.2878407771963	056.09887564188	0.6746	+32.28780100678	0.2819	216706530584740096	1.3397	0.8366	1.861	1.367	-9.237	0.727	0	2.8062e+02	2.4301e+00	19.5681	0.0094	4.8445e+02	3.0713e+01	18.6383	0.0688	4.8119e+02	8.3660e+00	18.0561	0.0189	0.5821							
056.1587826741671	+32.2791899288850	056.15880299358	0.4206	+32.27922076097	0.1938	216706595009584128	-0.2153	0.4565	3.990	0.717	7.161	0.501	0	4.2763e+02	1.1427e+00	19.1107	0.0029	1.8534e+02	1.0376e+01	19.6815	0.0608	7.0624e+02	1.1163e+01	17.6395	0.0172	2.0419							
056.1592504299249	+32.2794912032712	056.15923427110	1.2499	+32.27946425480	0.4929	216706599304212608	1.9810	1.4567	-3.173	1.861	-6.259	1.526	0	1.4159e+02	1.1526e+00	20.3108	0.0088																
056.1703760257008	+32.2886296444818	056.17039577680	0.3892	+32.28859792115	0.1776	216706633663947648	2.8460	0.4336	3.878	0.708	-7.368	0.489	0	5.5712e+02	1.4654e+00	18.8235	0.0029	1.1037e+02	1.2343e+01	20.2442	0.1214	1.0946e+03	1.2981e+01	17.1638	0.0129	3.0804							
056.1658712589931	+32.3011481803034	056.16583806258	0.3840	+32.30114226878	0.1867	216706698088821120	4.4799	0.4610	-6.517	0.792	-1.373	0.548	1	5.8595e+03	2.7011e+01	16.2687	0.0050	6.6146e+02	9.9462e+00	18.3001	0.0163	1.0326e+04	6.1234e+01	14.7271	0.0064	3.5730			3702.56				
056.1802381492807	+32.3143936249766	056.18023501103	0.2983	+32.31438396331	0.1437	216706839823991296	0.5632	0.3370	-0.616	0.506	-2.244	0.373	0	5.9434e+02	1.1416e+00	18.7533	0.0021	2.1491e+02	1.0103e+01	19.5208	0.0510	8.5360e+02	1.1418e+01	17.4338	0.0145	2.0870							
056.1803517235480	+32.2991746688634	056.18036832394	0.3753	+32.29913894567	0.1774	216706732448736384	3.2054	0.4288	3.259	0.659	-8.297	0.481	0	5.3459e+02	1.6066e+00	18.8683	0.0033	1.1402e+02	1.2497e+01	20.2089	0.1190	1.0488e+03	1.2505e+01	17.2101	0.0129	2.9988							
056.1866641276345	+32.3177496432466	056.18666637442	2.0527	+32.31772754283	0.8339	216706839824152576	-1.9478	2.4366	0.441	2.908	-5.133	2.491	0	9.5269e+01	1.0567e+00	20.7410	0.0120	1.2176e+02	9.4057e+00	20.1376	0.0839	2.2621e+02	9.3141e+00	18.8756	0.0447	1.2620							
056.1839329983825	+32.3243987063226	056.18394667370	0.3075	+32.32437194299	0.1455	216706835528252160	2.9583	0.3533	2.684	0.535	-6.216	0.389	0	6.3961e+02	1.2244e+00	18.6736	0.0021	1.2072e+02	1.5816e+01	20.1469	0.1422	1.2304e+03	1.5056e+01	17.0368	0.0133	3.1101							
056.1821034930006	+32.3297976108410	056.18210769673	0.5992	+32.32979430848	0.3031	216706835528253056	0.0388	0.6783	0.825	1.016	-0.767	0.801	0	2.7719e+02	1.0464e+00	19.5814	0.0041	1.2042e+02	1.3536e+01	20.1496	0.1220	4.5206e+02	1.1558e+01	18.1239	0.0278	2.0257							
056.2034369796920	+32.3129078834414	056.20345128499	0.3650	+32.31287996622	0.1744	216706771102889728	2.7491	0.4217	2.808	0.655	-6.484	0.474	0	6.0952e+02	1.3294e+00	18.7259	0.0024	2.0022e+02	1.4881e+01	19.5976	0.0807	1.2765e+03	1.3021e+01	16.9969	0.0111	2.6007							
056.1897822871780	+32.3055165247388	056.18978788046	0.9033	+32.30547972085	0.4650	216706766808903424	1.5918	0.9961	1.098	1.447	-8.548	1.202	0	1.5389e+02	8.9890e-01	20.2204	0.0063	9.1293e+01	1.4146e+01	20.4503	0.1682	3.8551e+02	1.0867e+01	18.2968	0.0306	2.1535							
056.1971173980099	+32.3106746019217	056.19713805052	0.3773	+32.31062989734	0.1712	216706771102892032	0.9015	0.4279	4.054	0.727	-10.383	0.467	0	4.5699e+02	1.1247e+00	19.0386	0.0027	2.2765e+02	1.6429e+01	19.4582	0.0784	7.4185e+02	9.9072e+00	17.5861	0.0145	1.8721							
056.1897906705630	+32.3121928137988	056.18978715540	0.3894	+32.31219022616	0.1810	216706771102893056	0.0087	0.4284	-0.690	0.711	-0.601	0.470	0	4.9027e+02	1.1629e+00	18.9623	0.0026	2.3048e+02	2.2322e+01	19.4448	0.1052	7.2727e+02	1.0142e+01	17.6077	0.0151	1.8371							
056.1744501532941	+32.2990641134080	056.17446514915	0.2018	+32.29903331577	0.0953	216706732448557568	3.2729	0.2324	2.944	0.370	-7.153	0.264	0	1.6722e+03	2.7286e+00	17.6301	0.0018	1.9019e+02	1.0466e+01	19.6534	0.0597	2.7818e+03	1.8686e+01	16.1511	0.0073	3.5023							
056.1296839733274	+32.3134626046127	056.12970507479	0.3893	+32.31343292642	0.1807	216706942903208320	3.7031	0.4425	4.142	0.706	-6.893	0.461	0	5.2594e+02	6.2756e+00	18.8860	0.0130	1.9496e+02	1.4405e+01	19.6265	0.0802	9.0057e+02	3.8694e+01	17.3756	0.0466	2.2509							
056.1405271481339	+32.3073856541346	056.14050415815	1.1900	+32.30738564122	0.4825	216706874182529280	0.2847	1.3949	-4.513	1.671	-0.003	1.462	0	1.4113e+02	9.2564e-01	20.3143	0.0071	1.5183e+02	1.3967e+01	19.8980	0.0999	2.9235e+02	8.6895e+00	18.5972	0.0323	1.3009							
056.1516415760324	+32.3186494168135	056.15162643428	0.8472	+32.31861539862	0.3987	216706904247437568	2.7230	0.9493	-2.972	1.407	-7.901	0.998	0	1.6766e+02	9.2413e-01	20.1273	0.0060	1.1897e+02	1.1914e+01	20.1628	0.1087	3.1845e+02	7.8655e+00	18.5043	0.0268	1.6585							
056.1336595161847	+32.3043155986655	056.13365504875	0.5832	+32.30431109936	0.2555	216706938607594880	0.8901	0.6936	-0.877	1.131	-1.045	0.660	0	2.7044e+02	1.0772e+00	19.6082	0.0043	1.7814e+02	1.6622e+01	19.7245	0.1013	4.2171e+02	1.0492e+01	18.1994	0.0270	1.5251							
056.1271174996813	+32.3106209185722	056.12711986346	0.5970	+32.31061609635	0.2745	216706942901592832	0.5140	0.6893	0.464	1.064	-1.120	0.686	0	2.3324e+02	1.0385e+00	19.7688	0.0048	1.9274e+02	1.4192e+01	19.6390	0.0799	3.5397e+02	9.6283e+00	18.3895	0.0295	1.2495							
056.1478862444620	+32.3141828936393	056.14791338823	0.3435	+32.31415726267	0.1639	216706904247436288	-0.0110	0.3862	5.328	0.555	-5.953	0.409	0	5.0673e+02	1.2428e+00	18.9264	0.0027	1.8372e+02	8.6367e+00	19.6910	0.0510	7.3591e+02	8.8442e+00	17.5949	0.0130	2.0962							
