_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
055.9191762757928	+32.1049237291073	055.91919672407	0.3793	+32.10491102772	0.1869	216680034931659136	0.3330	0.3473	4.023	0.749	-2.950	0.398	0	5.5136e+02	1.5028e+00	18.8348	0.0030	1.2169e+02	6.4590e+00	20.1382	0.0576	7.9045e+02	8.6684e+00	17.5172	0.0119	2.6210							
055.9384388307773	+32.0902213062132	055.93846345827	0.6081	+32.09018538066	0.2805	216679966212425088	3.1289	0.5743	4.846	1.141	-8.344	0.602	0	3.6738e+02	1.8255e+00	19.2756	0.0054	5.9705e+01	7.3226e+00	20.9114	0.1332	6.5921e+02	9.9374e+00	17.7144	0.0164	3.1970							
055.9558436791160	+32.1174914657340	055.95585446131	1.6515	+32.11748108504	0.7010	216680103651399296	-1.3642	1.6610	2.121	3.103	-2.411	1.693	0	1.1551e+02	1.3021e+00	20.5319	0.0122	6.8463e+01	1.0690e+01	20.7628	0.1695	2.1024e+02	1.4661e+01	18.9551	0.0757	1.8076							
055.9367769118494	+32.1190164274156	055.93675331365	0.5195	+32.11892995464	0.2597	216680176665505920	1.2538	0.4704	-4.642	1.032	-20.084	0.549	0	3.5475e+02	1.5688e+00	19.3135	0.0048	7.5906e+01	8.0265e+00	20.6507	0.1148	5.4239e+02	7.7544e+00	17.9261	0.0155	2.7246							
055.9795601669949	+32.1207165662748	055.97957391338	0.4577	+32.12068126072	0.1982	216680309809831552	3.1173	0.4118	2.704	0.915	-8.200	0.490	0	7.8558e+02	2.0532e+00	18.4504	0.0028	7.8564e+01	6.2059e+00	20.6133	0.0858	1.4570e+03	1.7423e+01	16.8533	0.0130	3.7600							
056.0220201376265	+32.1340175381199	056.02201602938	0.2462	+32.13401253937	0.1041	216680382825480576	-0.0861	0.2368	-0.808	0.524	-1.161	0.264	0	1.5261e+03	2.6273e+00	17.7294	0.0019	3.4166e+02	8.7353e+00	19.0174	0.0278	2.0745e+03	1.3592e+01	16.4697	0.0071	2.5478							
056.0171054769736	+32.1214077283087	056.01712374801	0.1430	+32.12137560456	0.0639	216680348465744128	2.9678	0.1348	3.594	0.312	-7.461	0.170	0	5.3380e+03	1.0315e+01	16.3699	0.0021	8.8764e+02	1.5490e+01	17.9808	0.0189	7.3641e+03	4.6010e+01	15.0941	0.0068	2.8867			4097.58				
055.9742017204953	+32.1250782860340	055.97422184283	0.2492	+32.12505026548	0.1090	216680515970990976	3.1240	0.2358	3.958	0.492	-6.508	0.265	0	1.6669e+03	2.9002e+00	17.6336	0.0019	1.6185e+02	6.9861e+00	19.8286	0.0469	2.6494e+03	1.4755e+01	16.2040	0.0060	3.6246							
055.9492319411852	+32.1294722495661	055.94925228311	2.4113	+32.12941193304	0.8778	216680554623040512	0.4119	2.8469	4.001	3.961	-14.009	2.101	0	1.0687e+02	1.1013e+00	20.6162	0.0112	8.1240e+01	1.0494e+01	20.5770	0.1402	2.1588e+02	1.2202e+01	18.9264	0.0614	1.6506							
055.9802947883935	+32.1314796714227	055.98031611204	0.3302	+32.13144863698	0.1273	216680515968018304	2.5621	0.3198	4.194	0.591	-7.208	0.327	0	1.5833e+03	3.4318e+00	17.6895	0.0024	1.3093e+02	7.7594e+00	20.0588	0.0643	2.7364e+03	1.6965e+01	16.1690	0.0067	3.8898							
055.9731418476538	+32.1241887433389	055.97314050550	0.9887	+32.12418650445	0.4031	216680515968013184	-0.4350	0.8735	-0.264	1.882	-0.520	0.968	0	2.2567e+02	1.3742e+00	19.8047	0.0066	6.2872e+01	7.2722e+00	20.8553	0.1256	3.5788e+02	8.7756e+00	18.3776	0.0266	2.4777							
055.9556738512537	+32.1231127269344	055.95567595597	0.2884	+32.12311590874	0.1410	216680481608273024	0.5397	0.2726	0.414	0.566	0.739	0.305	0	8.5321e+02	1.9086e+00	18.3607	0.0024	2.4193e+02	9.0344e+00	19.3922	0.0405	1.1040e+03	1.3049e+01	17.1545	0.0128	2.2377							
055.9716563131968	+32.1457139877131	055.97167448740	0.2737	+32.14568950202	0.1287	216680588983911936	1.8025	0.2303	3.574	0.582	-5.687	0.316	0	1.0144e+03	2.0559e+00	18.1728	0.0022	1.8393e+02	7.8291e+00	19.6897	0.0462	1.4412e+03	1.0976e+01	16.8651	0.0083	2.8246							
055.9531913260529	+32.1259205894197	055.95322170811	0.0982	+32.12589138484	0.0479	216680554624176000	3.1959	0.0958	5.976	0.193	-6.783	0.105	0	1.0550e+04	1.5089e+01	15.6302	0.0016	2.1358e+03	4.6891e+01	17.0275	0.0238	1.3905e+04	1.2090e+02	14.4040	0.0094	2.6235			3818.20			0.63	0.077
055.9629910382200	+32.1171786592100	055.96299103822	8.1699	+32.11717865921	2.8715	216680481609147520							0	8.1730e+01	1.6300e+00	20.9074	0.0217	5.4751e+01	1.0534e+01	21.0054	0.2089	1.7600e+02	1.2263e+01	19.1481	0.0756	1.8573							
055.9606353415400	+32.1337177763100	055.96063534154	1.5023	+32.13371777631	0.7326	216680554622625024							0	2.5556e+02	1.5430e+00	19.6696	0.0066	1.1327e+02	8.6129e+00	20.2161	0.0826	3.4259e+02	9.0477e+00	18.4250	0.0287	1.7911							
055.9526590802653	+32.1253503267378	055.95265890741	0.6437	+32.12535619521	0.3138	216680554622626304	-0.3090	0.5845	-0.034	1.295	1.363	0.689	0	2.9039e+02	1.4139e+00	19.5309	0.0053																
055.9527253955400	+32.1257900605500	055.95272539554	0.8525	+32.12579006055	0.4537	216680554622626432							0	1.7076e+03	5.8432e+00	17.6074	0.0037																
055.9611496411423	+32.1451430935167	055.96114919874	1.6975	+32.14514668435	0.9387	216680588982779264	-1.7801	1.7628	-0.087	4.181	0.834	2.279	0	1.0269e+02	1.2981e+00	20.6596	0.0137	9.1403e+01	1.0976e+01	20.4490	0.1304	1.7383e+02	8.7938e+00	19.1616	0.0549	1.2874							
055.9917983823136	+32.1630853145686	055.99185220835	0.0773	+32.16297189333	0.0331	216680726422962304	4.0789	0.0693	10.583	0.161	-26.343	0.082	0	6.3994e+05	4.4386e+02	11.1730	0.0008	3.1993e+05	3.2025e+02	11.5887	0.0011	4.5711e+05	8.0763e+02	10.6119	0.0019	0.9769			5353.00	0.9002	0.4090	1.46	1.580
055.9812972865071	+32.1589374241759	055.98131938454	0.0404	+32.15890651890	0.0177	216680692063125504	3.1466	0.0352	4.345	0.085	-7.178	0.044	0	5.1659e+04	6.4208e+01	13.9055	0.0013	1.4789e+04	7.6524e+01	14.9265	0.0056	5.6762e+04	3.4547e+02	12.8768	0.0066	2.0497			3692.67	2.8215	1.4410	1.59	0.423
055.9841752265689	+32.1433939632452	055.98420068201	0.1357	+32.14336650672	0.0551	216680623343650176	3.0563	0.1398	5.006	0.302	-6.377	0.143	0	7.2282e+03	1.2462e+01	16.0408	0.0019	1.2606e+03	2.4345e+01	17.5999	0.0210	9.7565e+03	4.3258e+01	14.7887	0.0048	2.8112			3814.94	0.8013	0.4975	0.55	0.058
055.9800498563961	+32.1686279965270	055.98006391519	0.5624	+32.16861297875	0.2605	216680722126476800	0.9168	0.4471	2.764	1.208	-3.488	0.640	0	3.8420e+02	1.4466e+00	19.2270	0.0041	1.3885e+02	9.1956e+00	19.9950	0.0719	5.0158e+02	8.8338e+00	18.0111	0.0191	1.9839							
055.9849433631902	+32.1664474589773	055.98497455730	1.7751	+32.16642478162	0.7062	216680722127208320	0.9800	1.5424	6.133	3.481	-5.267	1.851	0	1.3977e+02	1.1721e+00	20.3248	0.0091	5.5464e+01	9.4508e+00	20.9914	0.1850	3.6243e+02	1.8968e+01	18.3639	0.0568	2.6275							
055.9956737540446	+32.1662805500068	055.99570697243	0.5204	+32.16628290515	0.1874	216680726422967424	0.5493	0.4994	6.531	0.944	0.547	0.498	0	5.8438e+02	2.1267e+00	18.7716	0.0040	1.7444e+02	8.2653e+00	19.7472	0.0514	7.4812e+02	9.8100e+00	17.5770	0.0142	2.1703							
056.0833947350050	+32.1126693632629	056.08341463094	0.2347	+32.11263902632	0.1027	216680790845911040	3.0329	0.2255	3.914	0.502	-7.046	0.260	0	2.1270e+03	1.0125e+01	17.3689	0.0052	2.8867e+02	1.9673e+01	19.2004	0.0740	3.3476e+03	4.3766e+01	15.9501	0.0142	3.2503							
056.0801602505541	+32.1263230933392	056.08018252371	0.1670	+32.12629061223	0.0683	216680863861815680	3.2543	0.1825	4.381	0.332	-7.544	0.165	0	4.7802e+03	1.7846e+02	16.4898	0.0405	7.1456e+02	8.3006e+01	18.2163	0.1261	7.5883e+03	7.0878e+02	15.0616	0.1014	3.1547			3824.98				
056.0881361655700	+32.1046127733900	056.08813616557	1.5884	+32.10461277339	0.5985	216680795141120256							0	1.9075e+02	1.5343e+00	19.9872	0.0087	8.5483e+01	5.2043e+00	20.5217	0.0661	4.6734e+02	1.1805e+01	18.0878	0.0274	2.4339							
056.0799023484064	+32.0999827765775	056.07992094044	0.5972	+32.09995566019	0.1908	216680756486417024	2.1209	0.6592	3.658	1.051	-6.298	0.533	0	7.0139e+02	1.8985e+00	18.5735	0.0029	8.2183e+01	8.5994e+00	20.5644	0.1136	1.2762e+03	1.4037e+01	16.9971	0.0119	3.5673							
056.0902548812304	+32.1069103780221	056.09027942173	0.1454	+32.10688422608	0.0560	216680795142439936	2.8696	0.1455	4.828	0.319	-6.074	0.162	0	7.3894e+03	1.8202e+01	16.0168	0.0027	1.1225e+03	2.8875e+01	17.7259	0.0279	1.0617e+04	9.4378e+01	14.6969	0.0097	3.0289			3873.66			0.56	0.064
056.0760638163272	+32.1257037699754	056.07608846356	0.2594	+32.12566805970	0.1172	216680859565397888	2.7331	0.2491	4.848	0.541	-8.294	0.280	0	1.6860e+03	2.7780e+00	17.6212	0.0018	1.8600e+02	8.3189e+00	19.6776	0.0486	2.8016e+03	7.8728e+00	16.1434	0.0031	3.5342							
056.0792008968432	+32.1266047196999	056.07922500541	0.4757	+32.12657839123	0.2004	216680863860255488	2.5010	0.4979	4.742	0.967	-6.115	0.489	0	5.7295e+02	1.9751e+00	18.7931	0.0037	1.1358e+02	1.7692e+01	20.2131	0.1691	1.1413e+03	1.6771e+01	17.1184	0.0160	3.0947							
056.1106986959200	+32.1390479732200	056.11069869592	25.7442	+32.13904797322	4.4336	216680932580072960							0	8.1734e+01	3.1763e+00	20.9074	0.0422																
056.0984379728000	+32.1199062796800	056.09843797280	0.8299	+32.11990627968	0.2891	216680893925385344							0	1.0585e+03	4.2426e+00	18.1266	0.0044	3.2608e+02	1.3794e+01	19.0681	0.0459	1.6645e+03	2.5508e+01	16.7087	0.0166	2.3594							
056.1014121884039	+32.1329523791940	056.10143214469	2.1191	+32.13296709989	0.7377	216680932580098560	-0.4923	2.7514	3.925	2.811	3.419	2.122	0	1.3781e+02	1.3796e+00	20.3401	0.0109	1.2521e+02	1.2639e+01	20.1073	0.1096	3.7865e+02	1.7067e+01	18.3163	0.0489	1.7910							
056.1111853896386	+32.1389929316842	056.11121057436	0.2230	+32.13896470877	0.0857	216680928285636096	2.8305	0.2504	4.953	0.416	-6.555	0.259	0	2.0284e+03	1.1295e+01	17.4205	0.0060	3.6350e+02	1.4456e+01	18.9501	0.0432	3.4728e+03	3.6812e+01	15.9102	0.0115	3.0399							
056.0877544966392	+32.1274243816678	056.08784962516	0.0647	+32.12741679962	0.0262	216680966941030272	4.9108	0.0691	18.711	0.135	-1.761	0.066	0	5.3512e+05	5.7301e+02	11.3672	0.0012	2.5690e+05	3.2569e+02	11.8270	0.0014	3.9341e+05	3.3856e+02	10.7748	0.0009	1.0522	0.49	1.60	5104.50	0.5947	0.3000	1.24	0.948
056.0467580557161	+32.1378420559966	056.04677529277	0.2047	+32.13781444447	0.0877	216681104379984768	2.9775	0.1945	3.390	0.441	-6.413	0.230	0	3.9442e+03	5.7200e+00	16.6985	0.0016	3.4116e+02	9.5939e+00	19.0190	0.0305	6.3805e+03	2.1511e+01	15.2498	0.0037	3.7692			3906.16				
056.0426037452124	+32.1262567232689	056.04262075638	0.5851	+32.12623324077	0.2596	216681100084326656	3.1006	0.5310	3.346	1.221	-5.454	0.646	0	5.4187e+02	2.2408e+00	18.8536	0.0045	1.2861e+02	1.9958e+01	20.0782	0.1685	1.0165e+03	1.8625e+01	17.2442	0.0199	2.8340							
056.0840503742230	+32.1490450871892	056.08407242409	0.1550	+32.14901663608	0.0690	216681207459196160	3.1597	0.1766	4.336	0.308	-6.608	0.173	0	5.5634e+03	1.2084e+01	16.3250	0.0024	7.4637e+02	1.4856e+01	18.1690	0.0216	8.3059e+03	3.5014e+01	14.9635	0.0046	3.2055			4284.17				
056.0648985556592	+32.1560703444234	056.06491469765	0.5952	+32.15603450498	0.2787	216681237523246208	2.9060	0.7021	3.174	1.109	-8.324	0.647	0	3.6501e+02	1.6106e+00	19.2826	0.0048	8.7095e+01	8.9261e+00	20.5014	0.1113	7.6748e+02	9.0560e+00	17.5493	0.0128	2.9521							
056.0724785296400	+32.1431254594600	056.07247852964	2.8048	+32.14312545946	1.1932	216681168803302912							0	8.8781e+01	1.6928e+00	20.8176	0.0207	1.2567e+02	1.8549e+01	20.1033	0.1603	2.0785e+02	1.0228e+01	18.9676	0.0534	1.1358							
056.0684247489552	+32.1653463951041	056.06845011389	0.0400	+32.16532014844	0.0166	216681276178672000	3.2159	0.0439	4.987	0.078	-6.096	0.043	0	6.4621e+04	9.3635e+01	13.6624	0.0016	2.0093e+04	1.2395e+02	14.5938	0.0067	6.6691e+04	2.9135e+02	12.7018	0.0047	1.8920	21.83	9.23	3994.68			1.34	0.413
056.0758442372644	+32.1664922121241	056.07585373334	0.2373	+32.16646125518	0.1091	216681271882290560	1.6286	0.2872	1.867	0.503	-7.190	0.272	0	2.2622e+03	2.4798e+01	17.3020	0.0119	2.3479e+02	1.1296e+01	19.4247	0.0522	3.7444e+03	1.1951e+02	15.8285	0.0347	3.5962							
056.0796800104679	+32.1586896467856	056.07970358842	0.0648	+32.15866525151	0.0276	216681207459195392	3.1038	0.0690	4.636	0.127	-5.666	0.071	0	4.1993e+05	2.0190e+02	11.6304	0.0005	1.9663e+05	2.2346e+02	12.1173	0.0012	3.2334e+05	2.7250e+02	10.9878	0.0009	1.1295	20.26	1.93	5624.57			1.39	1.740
056.1073048004315	+32.1516543718601	056.10733333996	0.4798	+32.15163272353	0.2368	216681374962235776	2.6935	0.5654	5.612	0.901	-5.028	0.560	0	3.6473e+02	2.2633e+00	19.2834	0.0067	2.2239e+02	1.5569e+01	19.4836	0.0760	8.6955e+02	1.6788e+01	17.4137	0.0210	2.0699							
056.1252318695806	+32.1469394817629	056.12524221793	0.5455	+32.14690849468	0.2454	216681310538409216	2.5029	0.6428	2.035	1.115	-7.197	0.660	0	4.0869e+02	2.4764e+00	19.1599	0.0066	3.6019e+02	3.1575e+01	18.9601	0.0952	9.6231e+02	1.4326e+01	17.3036	0.0162	1.6564							
056.1365156724653	+32.1543804930717	056.13654712181	0.1737	+32.15434728002	0.0722	216681344898144896	3.1776	0.1819	6.184	0.396	-7.714	0.207	0	6.1978e+03	1.1771e+01	16.2078	0.0021	1.2149e+03	2.9743e+01	17.6400	0.0266	9.9033e+03	3.7933e+01	14.7725	0.0042	2.8675			3726.26				
056.1305631421189	+32.1580924838997	056.13058857115	0.3153	+32.15806282293	0.1427	216681340602609792	2.6696	0.3706	5.000	0.642	-6.889	0.389	0	8.5341e+02	2.7452e+00	18.3605	0.0035	5.6356e+02	1.7250e+01	18.4740	0.0332	1.7840e+03	2.3176e+01	16.6334	0.0141	1.8406							
056.1248534528945	+32.1609616564273	056.12487348143	1.2624	+32.16093531504	0.4385	216681340602609024	2.3926	1.5947	3.938	1.984	-6.118	1.302	0	2.3776e+02	1.6903e+00	19.7480	0.0077																
056.1249585936435	+32.1558492352789	056.12497529502	0.4303	+32.15581629778	0.2128	216681340602609152	2.7754	0.4990	3.284	0.888	-7.650	0.590	0	6.0402e+02	2.6909e+00	18.7357	0.0048	3.8910e+02	2.2572e+01	18.8762	0.0630	1.4048e+03	2.1793e+01	16.8929	0.0168	1.9833							
056.1283968549532	+32.1655015335628	056.12841737785	0.1839	+32.16547549787	0.0594	216681344898253440	3.0836	0.2231	4.035	0.152	-6.047	0.089	0	4.7777e+05	3.6352e+02	11.4903	0.0008	2.1536e+05	4.9033e+02	12.0185	0.0025	3.8231e+05	4.2566e+02	10.8059	0.0012	1.2126			4879.00			2.10	2.254
056.1450930555978	+32.1883411392050	056.14511356838	0.1680	+32.18831380754	0.0707	216681551056567424	3.0472	0.2030	4.032	0.351	-6.348	0.205	0	4.9735e+03	5.2882e+00	16.4467	0.0012	7.0444e+02	1.5791e+01	18.2318	0.0243	7.7394e+03	3.6356e+01	15.0402	0.0051	3.1916			3984.14	1.4885	0.8410		
056.1387658832765	+32.1610033775048	056.13878740201	0.1516	+32.16097205459	0.0658	216681447977358464	2.7736	0.1852	4.231	0.350	-7.275	0.194	0	7.2502e+03	3.6460e+01	16.0375	0.0055	1.7485e+03	4.3036e+01	17.2447	0.0267	1.0988e+04	1.6547e+02	14.6596	0.0163	2.5851			3671.01			0.69	0.078
056.1425364374400	+32.1629512444100	056.14253643744	1.0541	+32.16295124441	0.5812	216681447977357568							0	4.8712e+06	6.7660e+04	8.9693	0.0151	4.4720e+06	3.7167e+04	8.7251	0.0090	6.9457e+06	4.9734e+04	7.6576	0.0078	1.0675			5095.63				
056.1427613555055	+32.1804799521050	056.14278787433	0.2091	+32.18044629558	0.0887	216681482337093120	3.0282	0.2371	5.213	0.445	-7.817	0.261	0	7.6026e+03	8.1615e+00	15.9860	0.0012	9.8164e+02	1.6856e+01	17.8715	0.0186	1.1947e+04	4.7400e+01	14.5688	0.0043	3.3027			3639.62	1.4920	0.7917	0.66	0.070
056.1305998033036	+32.1797185344223	056.13062285765	0.2356	+32.17968901123	0.1042	216681516696832512	3.5808	0.2788	4.532	0.498	-6.857	0.297	0	1.7184e+03	4.6491e+00	17.6006	0.0029	3.7492e+02	1.4433e+01	18.9165	0.0418	3.0765e+03	3.9719e+01	16.0418	0.0140	2.8747							
056.1473067740705	+32.1679478389251	056.14736109127	0.3128	+32.16791349352	0.1923	216681447977356544	4.6668	0.3686	10.679	0.689	-7.977	0.545	0	2.1442e+06	6.7334e+02	9.8602	0.0003	8.9155e+05	7.6589e+02	10.4760	0.0009	1.8322e+06	1.0724e+03	9.1045	0.0006	1.3715			4982.00			2.79	4.310
056.1238418590996	+32.1777366673186	056.12386733431	0.1196	+32.17770813871	0.0498	216681516696833408	3.3445	0.1392	5.008	0.266	-6.626	0.141	0	1.0695e+04	2.9263e+01	15.6154	0.0030	2.1079e+03	3.5246e+01	17.0418	0.0182	1.5166e+04	1.3197e+02	14.3098	0.0094	2.7320			4357.52				
056.1452652427362	+32.1648699453808	056.14527378244	0.2597	+32.16484029302	0.1104	216681443681826688	3.5626	0.2189	1.679	0.599	-6.887	0.356	0	4.8110e+03	1.0634e+01	16.4828	0.0024	1.8382e+03	5.8935e+01	17.1904	0.0348	8.3138e+03	7.3600e+01	14.9624	0.0096	2.2280			4280.00				
056.1516929250000	+32.1747313955600	056.15169292500	41.8372	+32.17473139556	19.1665	216681478041565696							0	9.4430e+01	1.8339e+00	20.7506	0.0211																
056.1439735934615	+32.1716347507535	056.14399655929	1.3830	+32.17160564520	0.5942	216681443681826560	3.2814	1.6348	4.515	2.543	-6.760	2.041	0	1.7899e+02	1.5065e+00	20.0563	0.0091																
056.1424932504303	+32.1628127670235	056.14247016476	0.5277	+32.16279354272	0.3549	216681443680872704	0.9184	0.5908	-4.539	1.608	-4.465	1.109	0	6.3320e+06	7.7221e+04	8.6845	0.0132	4.3970e+06	1.9120e+04	8.7435	0.0047	7.0321e+06	3.5668e+04	7.6442	0.0055	1.0993			5143.45				
056.1497292854511	+32.1881868789273	056.14974042196	1.0690	+32.18815841490	0.5101	216681551054968576	2.0682	1.2483	2.189	2.086	-6.611	1.289	0	1.5556e+02	1.1888e+00	20.2086	0.0083	2.5794e+02	2.2001e+01	19.3226	0.0926	4.2847e+02	8.9607e+00	18.1821	0.0227	1.1405							
056.0981909921785	+32.1594256670215	056.09821239865	0.2047	+32.15939495119	0.0941	216681585416316032	2.9306	0.2292	4.209	0.394	-7.134	0.238	0	2.2331e+03	3.8242e+00	17.3161	0.0019	3.4432e+02	1.0502e+01	19.0090	0.0331	3.6748e+03	1.9187e+01	15.8489	0.0057	3.1601							
056.0900450559728	+32.1771329486054	056.09006941699	0.1353	+32.17710657708	0.0605	216681654135789696	2.8473	0.1561	4.789	0.257	-6.125	0.151	0	5.4162e+03	2.8274e+01	16.3541	0.0057	8.7847e+02	3.7369e+01	17.9921	0.0462	8.1366e+03	8.5134e+01	14.9858	0.0114	3.0063			4407.56				
056.0898067028192	+32.1715202670851	056.08983282737	0.1196	+32.17149463181	0.0547	216681585416314368	2.9151	0.1344	5.136	0.237	-5.954	0.140	0	7.0481e+03	1.2384e+01	16.0682	0.0019	1.1603e+03	1.6905e+01	17.6900	0.0158	1.0008e+04	4.1605e+01	14.7611	0.0045	2.9289			4620.34				
056.0957278361155	+32.1992375336063	056.09574728794	0.1205	+32.19920829458	0.0519	216681688495523712	2.9102	0.1416	3.823	0.265	-6.791	0.140	0	8.2665e+03	1.1862e+01	15.8951	0.0016	1.3728e+03	2.2132e+01	17.5074	0.0175	1.1752e+04	7.0207e+01	14.5867	0.0065	2.9207			4620.34	1.3260	0.7550		
056.1011887649989	+32.1720883388696	056.10121441666	0.0581	+32.17206026665	0.0256	216681581120776576	3.1367	0.0645	5.043	0.117	-6.520	0.070	0	3.1208e+04	6.2385e+01	14.4527	0.0022	7.9611e+03	5.9893e+01	15.5990	0.0082	3.6797e+04	2.0895e+02	13.3474	0.0062	2.2516			3799.00	2.8167	1.4575	1.13	0.239
056.1027792601731	+32.1708547454378	056.10279597956	0.0865	+32.17082863655	0.0376	216681585416313216	3.0192	0.0962	3.287	0.179	-6.064	0.104	0	6.3644e+05	9.8407e+02	11.1790	0.0017	2.5474e+05	3.1716e+02	11.8361	0.0014	5.4425e+05	3.2826e+02	10.4224	0.0007	1.4137	19.45	1.80	4653.67			2.81	3.346
056.1023918160356	+32.1675211450798	056.10241666277	0.2500	+32.16749380911	0.1149	216681581120776704	3.3682	0.2926	4.885	0.491	-6.349	0.296	0	1.1905e+03	3.3271e+00	17.9990	0.0030	4.4566e+02	2.1631e+01	18.7289	0.0527	2.1481e+03	3.0439e+01	16.4318	0.0154	2.2971							
056.0999334508073	+32.1833495950869	056.09995579895	0.0553	+32.18332061870	0.0239	216681688495526016	3.0742	0.0597	4.393	0.108	-6.730	0.064	0	1.3482e+05	1.2225e+02	12.8639	0.0010	4.7519e+04	1.2139e+02	13.6592	0.0028	1.2987e+05	2.7453e+02	11.9781	0.0023	1.6811	20.91	1.52	4237.00	2.2370	1.1255	1.68	0.817
056.1054301992852	+32.1702175375994	056.10545130819	0.2287	+32.17018784649	0.1110	216681615480515200	3.1243	0.2548	4.150	0.443	-6.896	0.273	0	2.8755e+03	6.7274e+00	17.0416	0.0025	6.7096e+02	3.4370e+01	18.2846	0.0556	5.2220e+03	3.7298e+01	15.4673	0.0078	2.8173			3724.35				
056.1135528152600	+32.1770205822100	056.11355281526	0.7028	+32.17702058221	0.3054	216681615480430976							0	1.3315e+03	1.6684e+01	17.8775	0.0136	3.1119e+02	1.4155e+01	19.1188	0.0494	2.5566e+03	1.0099e+02	16.2427	0.0429	2.8761							
056.0906760185600	+32.1873142171100	056.09067601856	3.9005	+32.18731421711	2.2737	216681688494408576							0	8.8415e+01	1.3819e+00	20.8220	0.0170	1.7074e+02	1.3995e+01	19.7706	0.0890	2.5789e+02	1.0870e+01	18.7333	0.0458	1.0372							
056.1065458384108	+32.2083189086988	056.10656986684	0.0769	+32.20829235634	0.0337	216681791574735744	2.9803	0.0870	4.722	0.158	-6.167	0.094	0	1.9585e+04	7.1370e+01	14.9586	0.0040	4.2821e+03	6.9529e+01	16.2722	0.0176	2.4720e+04	2.6263e+02	13.7793	0.0115	2.4929			3654.90			1.07	0.184
056.1309759462116	+32.1915303871882	056.13094861014	0.3180	+32.19152018733	0.1526	216681757214998656	4.2409	0.3659	-5.373	0.670	-2.369	0.429	0	1.3813e+03	3.4047e+00	17.8376	0.0027	2.9564e+02	1.7119e+01	19.1745	0.0629	3.3822e+03	3.9449e+01	15.9389	0.0127	3.2356							
056.1065983495833	+32.1918186139952	056.10660723269	0.1752	+32.19178702844	0.0804	216681791574739072	3.2042	0.2018	1.746	0.360	-7.336	0.211	0	4.1588e+03	1.5787e+01	16.6410	0.0041	8.0986e+02	2.7222e+01	18.0804	0.0365	7.5048e+03	1.7540e+02	15.0736	0.0254	3.0068			3771.01				
056.0989829131291	+32.1988932796377	056.09894905192	0.4273	+32.19889306867	0.1993	216681787278619520	1.5765	0.5029	-6.655	0.804	-0.049	0.491	0	4.1546e+02	2.4415e+00	19.1421	0.0064	2.1763e+02	1.1995e+01	19.5071	0.0598	8.5711e+02	2.5067e+01	17.4293	0.0318	2.0778							
056.1161256394200	+32.1811956640000	056.11612563942	3.2654	+32.18119566400	0.7002	216681718559730816							0	1.5626e+02	1.8031e+00	20.2037	0.0125																
056.1183683330016	+32.1895772608850	056.11842288187	1.4674	+32.18956372423	0.5786	216681718559627520	0.7004	1.7709	10.722	2.607	-3.144	1.818	0	1.4647e+02	1.3864e+00	20.2740	0.0103	2.5679e+02	1.2330e+01	19.3274	0.0521	4.6400e+02	7.0043e+00	18.0956	0.0164	1.2318							
056.1261747896780	+32.1931110454902	056.12620752434	1.8647	+32.19308291730	0.8246	216681752919139072	4.0293	2.3837	6.434	3.318	-6.533	2.762	0	1.0925e+02	1.7768e+00	20.5924	0.0177	1.8834e+02	2.3266e+01	19.6640	0.1341	2.8563e+02	1.8923e+01	18.6224	0.0719	1.0416							
056.1062748831200	+32.1919892291000	056.10627488312	4.2865	+32.19198922910	0.9004	216681791573145344							0	1.2992e+03	4.5147e+01	17.9042	0.0377																
056.1308171357100	+32.1913570025700	056.13081713571	1.1114	+32.19135700257	0.4925	216681757213401984							0	5.8768e+02	2.8616e+00	18.7655	0.0053																
056.1335804169600	+32.1955337081300	056.13358041696	9.3552	+32.19553370813	5.0652	216681757213400064							1	3.2311e+04	2.8430e+02	14.4150	0.0096																
056.1331624767023	+32.1955200822098	056.13316949800	0.1985	+32.19550062971	0.0882	216681757214997504	3.3745	0.2280	1.380	0.424	-4.518	0.248	0	5.6322e+04	1.5129e+02	13.8117	0.0029	1.3085e+04	2.1009e+02	15.0595	0.0174	7.9439e+04	1.8712e+03	12.5118	0.0256	2.5476			3825.45			1.38	0.366
056.0176457337502	+32.1607138610694	056.01765753316	0.0979	+32.16069258732	0.0409	216681929013704448	0.7027	0.0927	2.320	0.207	-4.941	0.108	0	6.4479e+03	4.7636e+00	16.1648	0.0008	2.0333e+03	1.3115e+01	17.0809	0.0070	6.8531e+03	1.7111e+01	15.1722	0.0027	1.9087			3834.84			2.22	0.961
056.0293670758458	+32.1456555645452	056.02939758652	1.7735	+32.14565057441	0.7257	216681855998071296	-0.0828	1.4112	6.000	3.293	-1.159	1.657	0	1.6650e+02	1.5454e+00	20.1348	0.0101	1.0017e+02	2.0621e+01	20.3496	0.2235	2.6744e+02	1.3257e+01	18.6938	0.0538	1.6557							
