# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Tue Nov  7 20:56:06 CET 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system:  2MASS + Spitzer (IRAC+MIPS)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag   [3.6]mag  [4.5]mag  [5.8]mag  [8.0]mag  [24]mag  [70]mag  [160]mag
0.0152 0.01508 6.69897 3.6000001431 2.6034804607    3.598  2.220  4.1559  4.350    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.779 0.551 0.631 0.662 0.700 0.711 0.722 0.733 0.764 0.785 0.711
0.0152 0.01508 6.69897 3.8000001907 2.6055477311    3.798  2.308  4.1708  4.345    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.999 0.437 0.521 0.554 0.594 0.607 0.618 0.630 0.663 0.684 0.611
0.0152 0.01508 6.69897 4.0000000000 2.6073790840    4.001  2.390  4.1847  4.341    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.205 0.331 0.417 0.453 0.495 0.508 0.520 0.534 0.568 0.590 0.515
0.0152 0.01508 6.69897 4.1999998093 2.6090113217    4.198  2.469  4.1978  4.336    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.401 0.229 0.318 0.356 0.400 0.414 0.427 0.441 0.477 0.499 0.423
0.0152 0.01508 6.69897 4.4000000954 2.6104741055    4.397  2.543  4.2100  4.330    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.587 0.131 0.222 0.262 0.309 0.323 0.336 0.351 0.389 0.410 0.332
0.0152 0.01508 6.69897 4.5999999046 2.6117915791    4.597  2.613  4.2214  4.325    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.763 0.037 0.130 0.172 0.221 0.236 0.250 0.265 0.304 0.325 0.243
0.0152 0.01508 6.69897 4.7174401283 2.6125056161    4.715  2.653  4.2280  4.322    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.863 -0.016 0.079 0.122 0.171 0.187 0.201 0.217 0.257 0.277 0.194
0.0152 0.01508 6.69897 4.8000001907 2.6129836005    4.798  2.681  4.2326  4.320    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.932 -0.052 0.043 0.087 0.137 0.153 0.168 0.184 0.224 0.244 0.159
0.0152 0.01508 6.69897 4.8391451836 2.6132036880    4.837  2.694  4.2346  4.319    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.964 -0.069 0.027 0.071 0.121 0.138 0.152 0.168 0.208 0.228 0.143
0.0152 0.01508 6.69897 5.0000000000 2.6140666223    4.999  2.745  4.2429  4.316    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.093 -0.138 -0.041 0.005 0.057 0.074 0.088 0.105 0.146 0.165 0.079
0.0152 0.01508 6.69897 5.1999998093 2.6150544000    5.200  2.806  4.2524  4.309    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.246 -0.223 -0.124 -0.077 -0.023 -0.006 0.009 0.026 0.069 0.086 -0.001
0.0152 0.01508 6.69897 5.3999996185 2.6159585084    5.401  2.865  4.2618  4.304    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.393 -0.304 -0.203 -0.154 -0.099 -0.081 -0.065 -0.047 -0.004 0.012 -0.076
0.0152 0.01508 6.69897 5.5814633369 2.6167146796    5.582  2.917  4.2702  4.300    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.523 -0.374 -0.271 -0.221 -0.164 -0.146 -0.129 -0.111 -0.067 -0.051 -0.140
0.0152 0.01508 6.69897 5.5999994278 2.6167887546    5.601  2.922  4.2710  4.300    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.536 -0.381 -0.278 -0.227 -0.171 -0.152 -0.136 -0.118 -0.073 -0.058 -0.146
0.0152 0.01508 6.69897 5.8000001907 2.6175535027    5.801  2.976  4.2792  4.294    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.671 -0.458 -0.354 -0.302 -0.244 -0.225 -0.208 -0.189 -0.144 -0.129 -0.218
0.0152 0.01508 6.69897 6.0000000000 2.6182599138    6.000  3.029  4.2874  4.289    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.803 -0.532 -0.426 -0.373 -0.313 -0.293 -0.276 -0.257 -0.210 -0.195 -0.284
0.0152 0.01508 6.69897 6.1999998093 2.6189141709    6.200  3.080  4.2956  4.285    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.931 -0.602 -0.494 -0.439 -0.378 -0.358 -0.340 -0.320 -0.272 -0.258 -0.346
0.0152 0.01508 6.69897 6.4000000954 2.6195216279    6.399  3.129  4.3030  4.279    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.052 -0.672 -0.563 -0.507 -0.444 -0.423 -0.405 -0.384 -0.336 -0.321 -0.409
0.0152 0.01508 6.69897 7.0000000000 2.6211069280    6.996  3.266  4.3240  4.264    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.396 -0.870 -0.756 -0.696 -0.629 -0.606 -0.586 -0.564 -0.512 -0.497 -0.583
0.0152 0.01508 6.69897 7.5641040802 2.6223367156    7.563  3.384  4.3417  4.252    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.690 -1.043 -0.925 -0.862 -0.790 -0.765 -0.744 -0.720 -0.665 -0.650 -0.735
0.0152 0.01508 6.69897 8.0000000000 2.6231516585    8.001  3.470  4.3545  4.242    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.904 -1.171 -1.050 -0.984 -0.909 -0.883 -0.861 -0.835 -0.779 -0.763 -0.846
0.0152 0.01508 6.69897 8.0380020142 2.6232179050    8.039  3.477  4.3556  4.241    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.922 -1.181 -1.060 -0.994 -0.919 -0.893 -0.870 -0.845 -0.789 -0.772 -0.855
0.0152 0.01508 6.69897 9.0000000000 2.6246829947    8.995  3.647  4.3806  4.219    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.348 -1.443 -1.316 -1.245 -1.162 -1.134 -1.109 -1.082 -1.022 -1.004 -1.083
0.0152 0.01508 6.69897 9.2465972900 2.6250025670    9.242  3.688  4.3864  4.214    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.449 -1.506 -1.378 -1.306 -1.222 -1.193 -1.168 -1.140 -1.080 -1.060 -1.139
0.0152 0.01508 6.69897 10.0000000000 2.6258676431    9.998  3.805  4.4032  4.197    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.743 -1.668 -1.558 -1.490 -1.421 -1.396 -1.787 -2.696 -2.296 -2.014 -3.514
0.0152 0.01508 6.69897 10.6863851547 2.6265349064   10.687  3.904  4.4169  4.183    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.989 -1.815 -1.711 -1.642 -1.564 -1.540 -1.929 -2.837 -2.434 -2.180 -3.676
0.0152 0.01508 6.69897 11.0000000000 2.6268081058   11.001  3.947  4.4228  4.176    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.097 -1.881 -1.779 -1.709 -1.628 -1.604 -1.991 -2.900 -2.496 -2.255 -3.748
0.0152 0.01508 6.69897 11.4974021912 2.6272064611   11.498  4.012  4.4316  4.165    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.260 -2.003 -1.895 -1.821 -1.741 -1.719 -2.108 -3.016 -2.611 -2.362 -3.854
0.0152 0.01508 6.69897 12.0000000000 2.6275706487   12.001  4.076  4.4401  4.154    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.419 -2.130 -2.012 -1.934 -1.856 -1.838 -2.228 -3.137 -2.729 -2.466 -3.956
0.0152 0.01508 6.69897 12.0389719009 2.6275974308   12.039  4.080  4.4407  4.153    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.85e-30      0.00 7.092e-01 2.755e-01 2.711e-03 7.400e-04 6.720e-03 -1.000 1.527e-02 -5.431 -2.139 -2.021 -1.942 -1.864 -1.847 -2.237 -3.146 -2.738 -2.473 -3.964
0.0152 0.01508 6.69897 13.0324182510 2.6282184373   13.020  4.195  4.4554  4.131    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.76e-19      0.00 7.092e-01 2.755e-01 2.729e-03 7.404e-04 6.719e-03 -1.000 1.527e-02 -5.719 -2.343 -2.216 -2.137 -2.064 -2.049 -2.441 -3.350 -2.942 -2.652 -4.146
0.0152 0.01508 6.69897 13.9045257568 2.6286803329   13.879  4.291  4.4671  4.110    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.78e-10      0.00 7.092e-01 2.755e-01 2.744e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -5.958 -2.477 -2.356 -2.285 -2.219 -2.200 -2.590 -3.499 -3.100 -2.791 -4.297
0.0152 0.01508 6.69897 14.0000000000 2.6287268957   13.974  4.301  4.4683  4.107    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.39e-09      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -5.983 -2.492 -2.372 -2.301 -2.236 -2.216 -2.607 -3.516 -3.117 -2.807 -4.313
0.0152 0.01508 6.69897 14.1138868332 2.6287814921   14.087  4.313  4.4696  4.105    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.65e-09      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.012 -2.509 -2.389 -2.320 -2.255 -2.235 -2.625 -3.534 -3.136 -2.824 -4.332
0.0152 0.01508 6.69897 15.0420560837 2.6291912343   15.008  4.404  4.4802  4.083    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.41e-09      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.240 -2.670 -2.552 -2.479 -2.409 -2.391 -2.783 -3.692 -3.296 -2.979 -4.486
0.0152 0.01508 6.69897 15.9119348526 2.6295257706   15.869  4.486  4.4892  4.062    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.444 -2.839 -2.719 -2.636 -2.553 -2.542 -2.938 -3.847 -3.446 -3.136 -4.634
0.0152 0.01508 6.69897 16.0000000000 2.6295573144   15.956  4.494  4.4901  4.060    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.464 -2.856 -2.735 -2.651 -2.567 -2.557 -2.954 -3.863 -3.461 -3.152 -4.649
0.0152 0.01508 6.69897 16.2788772583 2.6296546206   16.227  4.518  4.4926  4.053    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.525 -2.907 -2.785 -2.699 -2.611 -2.603 -3.001 -3.910 -3.507 -3.200 -4.695
0.0152 0.01508 6.69897 17.1947460175 2.6299488101   17.114  4.595  4.5002  4.029    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.718 -3.071 -2.947 -2.852 -2.755 -2.754 -3.155 -4.064 -3.657 -3.357 -4.845
0.0152 0.01508 6.69897 17.9693450928 2.6301708923   17.861  4.658  4.5059  4.007    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.6e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.876 -3.198 -3.068 -2.974 -2.879 -2.871 -3.268 -4.177 -3.774 -3.485 -4.973
0.0152 0.01508 6.69897 18.0000000000 2.6301792302   17.893  4.661  4.5061  4.006    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.63e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.882 -3.203 -3.073 -2.979 -2.884 -2.875 -3.273 -4.182 -3.779 -3.490 -4.978
0.0152 0.01508 6.69897 18.7759571075 2.6303799009   18.641  4.719  4.5108  3.984    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.47e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.028 -3.324 -3.190 -3.096 -3.004 -2.990 -3.384 -4.293 -3.895 -3.621 -5.112
0.0152 0.01508 6.69897 19.6402206421 2.6305820820   19.469  4.782  4.5153  3.958    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.66e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.185 -3.459 -3.321 -3.228 -3.139 -3.119 -3.511 -4.420 -4.027 -3.772 -5.272
0.0152 0.01508 6.69897 20.0000000000 2.6306603470   19.813  4.808  4.5170  3.947    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.24e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.249 -3.515 -3.376 -3.283 -3.195 -3.173 -3.564 -4.473 -4.083 -3.836 -5.340
0.0152 0.01508 6.69897 20.4021511078 2.6307440829   20.191  4.834  4.5185  3.935    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.87e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.315 -3.574 -3.433 -3.341 -3.255 -3.231 -3.621 -4.530 -4.143 -3.904 -5.412
0.0152 0.01508 6.69897 21.6961727142 2.6309894694   21.397  4.916  4.5222  3.893    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -8.4e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.520 -3.766 -3.623 -3.531 -3.447 -3.420 -3.808 -4.717 -4.340 -4.127 -5.651
0.0152 0.01508 6.69897 22.8326835632 2.6311788148   22.442  4.985  4.5238  3.851    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.693 -3.956 -3.814 -3.722 -3.633 -3.610 -4.002 -4.912 -4.613 -4.521 -6.177
0.0152 0.01508 6.69897 23.9544525146 2.6313455884   23.459  5.051  4.5238  3.805    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.858 -4.126 -3.983 -3.891 -3.804 -3.781 -4.173 -5.083 -4.781 -4.696 -6.354
0.0152 0.01508 6.69897 24.0000000000 2.6313519822   23.500  5.054  4.5238  3.803    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.864 -4.133 -3.990 -3.898 -3.811 -3.788 -4.180 -5.090 -4.788 -4.704 -6.361
0.0152 0.01508 6.69897 24.5241012573 2.6314235925   23.959  5.081  4.5232  3.781    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.932 -4.208 -4.066 -3.974 -3.887 -3.864 -4.256 -5.167 -4.864 -4.783 -6.441
0.0152 0.01508 6.69897 25.7098712921 2.6315732889   24.986  5.141  4.5201  3.727    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.082 -4.387 -4.246 -4.154 -4.069 -4.047 -4.439 -5.350 -5.045 -4.973 -6.636
0.0152 0.01508 6.69897 27.0090694427 2.6317200748   26.089  5.205  4.5139  3.657    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.65e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.242 -4.601 -4.462 -4.370 -4.288 -4.267 -4.660 -5.570 -5.266 -5.205 -6.875
0.0152 0.01508 6.69897 28.0000000000 2.6318215644   26.917  5.252  4.5073  3.597    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.1e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.360 -4.775 -4.638 -4.547 -4.466 -4.446 -4.839 -5.749 -5.444 -5.389 -7.067
0.0152 0.01508 6.69897 28.0572834015 2.6318271797   26.964  5.254  4.5069  3.594    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.12e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.366 -4.785 -4.648 -4.556 -4.476 -4.456 -4.849 -5.759 -5.454 -5.400 -7.077
0.0152 0.01508 6.69897 29.2212924957 2.6319358223   27.904  5.305  4.4970  3.519    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.58e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.492 -4.988 -4.852 -4.763 -4.686 -4.666 -5.058 -5.969 -5.663 -5.613 -7.296
0.0152 0.01508 6.69897 30.0000000000 2.6320031152   28.527  5.338  4.4884  3.461    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.86e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.575 -5.129 -4.997 -4.910 -4.841 -4.823 -5.216 -6.127 -5.832 -5.803 -7.483
0.0152 0.01508 6.69897 30.6514377594 2.6320563996   29.039  5.364  4.4795  3.407    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.99e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.640 -5.256 -5.129 -5.044 -4.981 -4.966 -5.360 -6.270 -5.991 -5.994 -7.679
0.0152 0.01508 6.69897 31.3283176422 2.6321090742   29.568  5.391  4.4688  3.346    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.05e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.706 -5.407 -5.283 -5.198 -5.135 -5.121 -5.515 -6.426 -6.167 -6.226 -7.931
0.0152 0.01508 6.69897 31.9464397430 2.6321549407   30.049  5.414  4.4580  3.285    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.07e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.766 -5.564 -5.442 -5.357 -5.290 -5.275 -5.670 -6.582 -6.345 -6.475 -8.218
0.0152 0.01508 6.69897 32.5115051270 2.6321951201   30.487  5.436  4.4469  3.226    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.01e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.820 -5.719 -5.598 -5.512 -5.443 -5.428 -5.824 -6.735 -6.520 -6.716 -8.498
0.0152 0.01508 6.69897 33.0644035339 2.6322329096   30.915  5.457  4.4351  3.164    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.87e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.872 -5.861 -5.742 -5.658 -5.586 -5.571 -5.968 -6.880 -6.676 -6.894 -8.685
0.0152 0.01508 6.69897 33.5668945312 2.6322660150   31.304  5.475  4.4231  3.103    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.68e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.918 -5.994 -5.877 -5.795 -5.723 -5.708 -6.105 -7.016 -6.819 -7.048 -8.845
0.0152 0.01508 6.69897 34.0167503357 2.6322947004   31.651  5.492  4.4107  3.041    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.58e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.961 -6.122 -6.007 -5.926 -5.859 -5.844 -6.240 -7.151 -6.940 -7.150 -8.944
0.0152 0.01508 6.69897 34.4159812927 2.6323194367   31.939  5.507  4.3977  2.978    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.83e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.998 -6.256 -6.144 -6.061 -5.991 -5.972 -6.365 -7.276 -6.985 -7.036 -8.763
0.0152 0.01508 6.69897 34.8156127930 2.6323435456   32.158  5.521  4.3820  2.904    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.033 -6.355 -6.261 -6.201 -6.181 -6.191 -6.600 -7.515 -7.452 -7.826 -9.668
0.0152 0.01508 6.69897 35.0000000000 2.6323544560   32.229  5.528  4.3738  2.866    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.49e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.049 -6.427 -6.334 -6.273 -6.248 -6.259 -6.668 -7.583 -7.518 -7.908 -9.760
0.0152 0.01508 6.69897 35.1130447388 2.6323610799   32.261  5.531  4.3685  2.842    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.59e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.058 -6.483 -6.390 -6.330 -6.306 -6.318 -6.728 -7.643 -7.588 -7.994 -9.852
0.0152 0.01508 6.69897 35.3299484253 2.6323736530   32.305  5.538  4.3574  2.791    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.21e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.074 -6.600 -6.509 -6.451 -6.430 -6.444 -6.857 -7.772 -7.756 -8.222 -10.105
0.0152 0.01508 6.69897 35.5256309509 2.6323848447   32.332  5.544  4.3465  2.742    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.22e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.089 -6.707 -6.617 -6.559 -6.540 -6.555 -6.968 -7.884 -7.896 -8.418 -10.323
