# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Tue Nov  7 20:56:06 CET 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system:  2MASS + Spitzer (IRAC+MIPS)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Jmag    Hmag    Ksmag   [3.6]mag  [4.5]mag  [5.8]mag  [8.0]mag  [24]mag  [70]mag  [160]mag
0.0152 0.01508 6.69897 1.3175501823 2.5214284123    1.318  0.108  3.6869  4.149    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.51e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.500 3.055 2.537 2.453 2.415 2.464 2.445 2.401 1.990 2.129 2.255
0.0152 0.01508 6.69897 1.3500001431 2.5249313723    1.350  0.137  3.6909  4.147    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.32e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.428 2.996 2.490 2.408 2.371 2.419 2.401 2.358 1.948 2.087 2.214
0.0152 0.01508 6.69897 1.4000000954 2.5299650415    1.400  0.184  3.6971  4.141    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.95e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.311 2.901 2.414 2.335 2.300 2.346 2.329 2.289 1.879 2.017 2.145
0.0152 0.01508 6.69897 1.4425041676 2.5339300081    1.443  0.221  3.7022  4.137    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.48e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.218 2.825 2.354 2.278 2.244 2.288 2.272 2.233 1.824 1.962 2.090
0.0152 0.01508 6.69897 1.4500000477 2.5346015836    1.450  0.229  3.7032  4.135    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.43e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.198 2.809 2.340 2.264 2.231 2.275 2.259 2.221 1.811 1.950 2.077
0.0152 0.01508 6.69897 1.5000000000 2.5388844597    1.500  0.282  3.7100  4.124    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.88e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.064 2.699 2.251 2.178 2.146 2.187 2.173 2.137 1.727 1.866 1.994
0.0152 0.01508 6.69897 1.5499999523 2.5428511323    1.550  0.335  3.7166  4.112    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.12e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.932 2.591 2.162 2.092 2.062 2.101 2.088 2.053 1.644 1.783 1.911
0.0152 0.01508 6.69897 1.5915669203 2.5459315297    1.591  0.382  3.7223  4.099    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.27e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.816 2.496 2.083 2.016 1.986 2.024 2.012 1.979 1.569 1.709 1.837
0.0152 0.01508 6.69897 1.6000000238 2.5465340628    1.600  0.392  3.7235  4.096    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.790 2.476 2.065 1.999 1.970 2.007 1.995 1.962 1.553 1.693 1.821
0.0152 0.01508 6.69897 1.6480680704 2.5498334839    1.647  0.447  3.7300  4.080    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.654 2.364 1.972 1.908 1.881 1.917 1.905 1.874 1.465 1.605 1.733
0.0152 0.01508 6.69897 1.6500000954 2.5499614852    1.649  0.449  3.7303  4.079    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.647 2.359 1.967 1.904 1.877 1.912 1.901 1.870 1.461 1.601 1.729
0.0152 0.01508 6.69897 1.7000000477 2.5531580802    1.699  0.515  3.7376  4.056    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.482 2.224 1.851 1.791 1.766 1.800 1.789 1.760 1.351 1.492 1.620
0.0152 0.01508 6.69897 1.7472143173 2.5559842484    1.746  0.586  3.7450  4.026    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.306 2.078 1.724 1.667 1.644 1.674 1.664 1.638 1.254 1.385 1.500
0.0152 0.01508 6.69897 1.7500000000 2.5561455243    1.749  0.590  3.7454  4.024    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.295 2.069 1.716 1.659 1.636 1.666 1.656 1.630 1.249 1.379 1.493
0.0152 0.01508 6.69897 1.7570142746 2.5565490093    1.756  0.601  3.7465  4.020    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.268 2.047 1.696 1.640 1.617 1.647 1.636 1.611 1.236 1.363 1.474
0.0152 0.01508 6.69897 1.7999999523 2.5589429085    1.799  0.677  3.7539  3.983    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.076 1.888 1.555 1.503 1.482 1.508 1.498 1.475 1.141 1.253 1.343
0.0152 0.01508 6.69897 1.8029080629 2.5591001285    1.802  0.683  3.7544  3.980    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.063 1.877 1.546 1.493 1.472 1.498 1.488 1.466 1.134 1.246 1.333
0.0152 0.01508 6.69897 1.8341132402 2.5607511411    1.833  0.748  3.7603  3.947    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.901 1.742 1.425 1.376 1.357 1.380 1.370 1.350 1.051 1.151 1.221
0.0152 0.01508 6.69897 1.8500000238 2.5615671203    1.849  0.784  3.7636  3.927    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.811 1.667 1.358 1.310 1.291 1.313 1.303 1.285 1.004 1.097 1.157
0.0152 0.01508 6.69897 1.8605356216 2.5620994223    1.859  0.808  3.7657  3.914    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.750 1.616 1.313 1.265 1.247 1.268 1.259 1.241 0.972 1.060 1.115
0.0152 0.01508 6.69897 1.8867605925 2.5633947785    1.886  0.872  3.7715  3.880    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.591 1.485 1.195 1.150 1.133 1.150 1.142 1.127 0.890 0.966 1.004
0.0152 0.01508 6.69897 1.9000000954 2.5640331317    1.899  0.904  3.7746  3.863    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.509 1.418 1.136 1.092 1.076 1.091 1.083 1.069 0.850 0.920 0.948
0.0152 0.01508 6.69897 1.9006750584 2.5640654017    1.900  0.906  3.7748  3.862    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.505 1.415 1.133 1.089 1.073 1.088 1.080 1.067 0.848 0.918 0.945
0.0152 0.01508 6.69897 1.9261888266 2.5652661689    1.925  0.969  3.7810  3.830    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.349 1.289 1.021 0.980 0.965 0.977 0.970 0.958 0.774 0.832 0.840
0.0152 0.01508 6.69897 1.9500001669 2.5663542767    1.950  1.027  3.7872  3.802    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.204 1.175 0.921 0.882 0.867 0.876 0.871 0.861 0.711 0.756 0.746
0.0152 0.01508 6.69897 1.9644618034 2.5670003442    1.964  1.062  3.7913  3.787    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 2.116 1.108 0.863 0.825 0.811 0.818 0.813 0.804 0.677 0.714 0.692
0.0152 0.01508 6.69897 1.9904991388 2.5681363801    1.991  1.124  3.7995  3.762    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.959 0.993 0.766 0.730 0.717 0.721 0.717 0.710 0.629 0.649 0.603
0.0152 0.01508 6.69897 2.0000000000 2.5685424513    2.000  1.147  3.8028  3.755    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.902 0.953 0.733 0.699 0.686 0.688 0.685 0.679 0.616 0.629 0.573
0.0152 0.01508 6.69897 2.0080831051 2.5688844502    2.008  1.167  3.8057  3.749    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.853 0.919 0.705 0.672 0.659 0.661 0.657 0.652 0.605 0.613 0.548
0.0152 0.01508 6.69897 2.0256433487 2.5696166251    2.026  1.209  3.8131  3.739    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.746 0.852 0.653 0.622 0.610 0.610 0.607 0.603 0.597 0.590 0.504
0.0152 0.01508 6.69897 2.0430884361 2.5703296852    2.043  1.252  3.8222  3.737    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.640 0.793 0.613 0.583 0.572 0.570 0.569 0.565 0.560 0.554 0.468
0.0152 0.01508 6.69897 2.0499999523 2.5706083333    2.050  1.269  3.8262  3.738    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.598 0.772 0.600 0.571 0.560 0.558 0.557 0.554 0.549 0.544 0.458
0.0152 0.01508 6.69897 2.0505292416 2.5706295834    2.050  1.270  3.8266  3.738    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.595 0.770 0.599 0.570 0.560 0.558 0.556 0.553 0.548 0.543 0.457
0.0152 0.01508 6.69897 2.0666687489 2.5712715514    2.066  1.310  3.8386  3.750    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.496 0.735 0.589 0.561 0.552 0.549 0.548 0.546 0.542 0.538 0.453
0.0152 0.01508 6.69897 2.0800430775 2.5717948597    2.079  1.342  3.8503  3.767    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.414 0.716 0.593 0.567 0.558 0.555 0.554 0.553 0.550 0.547 0.462
0.0152 0.01508 6.69897 2.0919287205 2.5722534667    2.091  1.371  3.8616  3.785    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.342 0.706 0.604 0.579 0.571 0.568 0.567 0.566 0.565 0.563 0.479
0.0152 0.01508 6.69897 2.0999999046 2.5725614918    2.099  1.391  3.8695  3.799    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.294 0.702 0.614 0.590 0.583 0.580 0.579 0.578 0.577 0.576 0.492
0.0152 0.01508 6.69897 2.1048688889 2.5727459964    2.104  1.402  3.8743  3.808    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.264 0.701 0.621 0.597 0.590 0.588 0.587 0.586 0.585 0.585 0.501
0.0152 0.01508 6.69897 2.1175231934 2.5732209567    2.116  1.432  3.8870  3.832    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.190 0.700 0.642 0.619 0.613 0.611 0.610 0.609 0.610 0.610 0.527
0.0152 0.01508 6.69897 2.1300249100 2.5736838224    2.129  1.460  3.8997  3.856    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.119 0.705 0.666 0.645 0.639 0.637 0.636 0.636 0.638 0.639 0.557
0.0152 0.01508 6.69897 2.1424946785 2.5741393225    2.141  1.487  3.9124  3.883    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.051 0.717 0.694 0.674 0.669 0.667 0.667 0.666 0.670 0.672 0.590
0.0152 0.01508 6.69897 2.1500000954 2.5744105556    2.149  1.503  3.9201  3.899    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.012 0.726 0.712 0.693 0.688 0.687 0.686 0.686 0.690 0.693 0.612
0.0152 0.01508 6.69897 2.1638123989 2.5749040584    2.163  1.529  3.9339  3.932    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 0.948 0.749 0.750 0.732 0.728 0.727 0.727 0.727 0.732 0.736 0.656
0.0152 0.01508 6.69897 2.1791472435 2.5754435412    2.178  1.552  3.9482  3.969    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 0.891 0.785 0.798 0.782 0.780 0.779 0.779 0.780 0.785 0.790 0.710
0.0152 0.01508 6.69897 2.1921958923 2.5758957666    2.191  1.566  3.9593  4.002    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 0.855 0.824 0.844 0.831 0.829 0.829 0.829 0.830 0.836 0.842 0.762
0.0152 0.01508 6.69897 2.1971099377 2.5760644716    2.195  1.566  3.9622  4.014    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 0.855 0.843 0.865 0.852 0.852 0.851 0.851 0.852 0.859 0.865 0.785
0.0152 0.01508 6.69897 2.2000000477 2.5761632879    2.199  1.564  3.9635  4.022    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 0.859 0.855 0.878 0.866 0.865 0.865 0.865 0.866 0.873 0.879 0.798
0.0152 0.01508 6.69897 2.2202742100 2.5768481766    2.219  1.549  3.9714  4.072    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 0.896 0.947 0.973 0.963 0.964 0.964 0.965 0.966 0.973 0.979 0.899
0.0152 0.01508 6.69897 2.2380385399 2.5774365650    2.236  1.519  3.9733  4.113    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 0.972 1.035 1.062 1.052 1.054 1.054 1.055 1.056 1.063 1.070 0.990
0.0152 0.01508 6.69897 2.2500000000 2.5778267375    2.249  1.493  3.9724  4.138    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.036 1.092 1.119 1.109 1.111 1.111 1.112 1.113 1.120 1.127 1.047
0.0152 0.01508 6.69897 2.2505812645 2.5778455764    2.249  1.492  3.9723  4.139    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.040 1.095 1.122 1.112 1.114 1.114 1.114 1.116 1.123 1.129 1.049
0.0152 0.01508 6.69897 2.2629528046 2.5782439019    2.262  1.466  3.9704  4.160    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.106 1.148 1.174 1.164 1.165 1.165 1.165 1.167 1.174 1.180 1.100
0.0152 0.01508 6.69897 2.2768509388 2.5786854471    2.275  1.441  3.9682  4.179    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.167 1.194 1.219 1.208 1.208 1.208 1.209 1.210 1.217 1.223 1.143
0.0152 0.01508 6.69897 2.2999999523 2.5794072884    2.299  1.426  3.9674  4.195    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.204 1.225 1.249 1.238 1.239 1.239 1.239 1.241 1.248 1.254 1.174
0.0152 0.01508 6.69897 2.3012480736 2.5794457335    2.300  1.426  3.9673  4.195    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.206 1.227 1.251 1.240 1.240 1.241 1.241 1.242 1.249 1.255 1.175
0.0152 0.01508 6.69897 2.3225934505 2.5800958744    2.321  1.427  3.9687  4.204    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.203 1.233 1.258 1.247 1.248 1.248 1.249 1.250 1.257 1.263 1.183
0.0152 0.01508 6.69897 2.3571896553 2.5811209079    2.356  1.474  3.9798  4.207    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 1.084 1.190 1.221 1.213 1.216 1.216 1.217 1.219 1.227 1.233 1.153
0.0152 0.01508 6.69897 2.3866069317 2.5819656661    2.385  1.523  3.9922  4.213    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 0.963 1.155 1.191 1.186 1.191 1.193 1.194 1.196 1.205 1.213 1.133
0.0152 0.01508 6.69897 2.4000000954 2.5823423892    2.399  1.547  3.9987  4.218    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 0.902 1.140 1.179 1.176 1.182 1.184 1.186 1.189 1.198 1.206 1.126
0.0152 0.01508 6.69897 2.4181375504 2.5828449177    2.417  1.584  4.0093  4.227    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.719e-03 -1.000 1.527e-02 0.810 1.122 1.165 1.164 1.173 1.176 1.178 1.181 1.192 1.200 1.120
0.0152 0.01508 6.69897 2.4367249012 2.5833509956    2.436  1.625  4.0221  4.240    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.719e-03 -1.000 1.527e-02 0.707 1.107 1.155 1.158 1.169 1.173 1.176 1.180 1.192 1.201 1.121
0.0152 0.01508 6.69897 2.4518513680 2.5837563380    2.451  1.657  4.0328  4.254    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.719e-03 -1.000 1.527e-02 0.628 1.102 1.153 1.159 1.173 1.178 1.181 1.186 1.200 1.209 1.129
0.0152 0.01508 6.69897 2.4657044411 2.5841225443    2.465  1.678  4.0412  4.269    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.719e-03 -1.000 1.527e-02 0.576 1.108 1.162 1.170 1.186 1.191 1.195 1.200 1.215 1.224 1.145
0.0152 0.01508 6.69897 2.4868011475 2.5846712329    2.486  1.695  4.0506  4.293    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.533 1.131 1.187 1.197 1.215 1.221 1.226 1.231 1.247 1.257 1.178
0.0152 0.01508 6.69897 2.5232048035 2.5855932623    2.523  1.694  4.0582  4.331    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.536 1.186 1.244 1.256 1.276 1.282 1.287 1.293 1.310 1.321 1.242
0.0152 0.01508 6.69897 2.5516974926 2.5862938553    2.551  1.685  4.0602  4.352    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.557 1.221 1.280 1.292 1.312 1.319 1.324 1.330 1.347 1.358 1.279
0.0152 0.01508 6.69897 2.5999999046 2.5874412955    2.600  1.706  4.0645  4.357    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.504 1.197 1.257 1.271 1.292 1.298 1.304 1.310 1.328 1.339 1.261
0.0152 0.01508 6.69897 2.6577084064 2.5887494915    2.658  1.726  4.0687  4.364    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.455 1.178 1.239 1.253 1.275 1.282 1.288 1.294 1.312 1.324 1.246
0.0152 0.01508 6.69897 2.6876592636 2.5894030385    2.688  1.737  4.0709  4.366    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.427 1.164 1.226 1.241 1.263 1.270 1.276 1.283 1.301 1.313 1.235
0.0152 0.01508 6.69897 2.8000001907 2.5917117867    2.800  1.806  4.0833  4.365    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.256 1.078 1.143 1.161 1.186 1.193 1.200 1.207 1.228 1.241 1.164
0.0152 0.01508 6.69897 3.0000000000 2.5953341962    3.000  1.920  4.1038  4.362    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.031 0.933 1.003 1.025 1.053 1.062 1.069 1.078 1.102 1.117 1.041
0.0152 0.01508 6.69897 3.2000000477 2.5984409005    3.199  2.027  4.1226  4.358    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.298 0.798 0.871 0.897 0.928 0.938 0.947 0.956 0.983 1.000 0.925
0.0152 0.01508 6.69897 3.4000000954 2.6011310876    3.398  2.127  4.1399  4.354    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.546 0.670 0.748 0.776 0.811 0.822 0.831 0.842 0.871 0.889 0.816
